	Abiotrophia	Acidaminococcus	Acidovorax	Acinetobacter	Actinobaculum	Actinomyces	Actinomycetales	Aerococcus	Agromyces	Alistipes	Alloprevotella	Alloscardovia	Anaerococcus	Anaeroglobus	Arcanobacterium	Arthrobacter	Atopobium	Bacteroides	Bergeyella	Bifidobacterium	Blautia	Bosea	Bradyrhizobiaceae	Brevibacterium	Bulleidia	Campylobacter	Casaltella	Caulobacter	Caulobacteraceae	Clostridiaceae	Clostridiales	Clostridium	Collinsella	Comamonadaceae	Coprococcus	Coriobacteriaceae	Corynebacterium	Delftia	Dermabacter	Dialister	Dorea	Eggerthella	Enterobacteriaceae	Enterococcus	Eubacterium	Ezakiella	Facklamia	Faecalibacterium	Fastidiosipila	Fenollaria	Finegoldia	Fusobacterium	Gardnerella	Gemella	Granulicatella	Haemophilus	Helcococcus	Hyphomicrobium	Jonquetella	Lachnospiraceae	Lactobacillus	L. crispatus	L. gasseri	L. iners	L. jensenii	Megasphaera	Metaprevotella	Microbacterium	Mobiluncus	Mogibacterium	Moryella	Murdochiella	Mycoplasma	Negativicoccus	Neisseria	No	Oligella	Parabacteroides	Parasutterella	Parvimonas	Peptococcus	Peptoniphilaceae	Peptoniphilus	Peptostreptococcus	Porphyromonadaceae	Porphyromonas	Prevotella	Prevotellaceae	Propionibacterium	Propionimicrobium	Pseudomonas	Pyramidobacter	Roseburia	Rothia	Ruminococcus	Sneathia	Solobacterium	Sphingobacterium	Sphingomonas	Staphylococcus	Stenotrophomonas	Streptococcus	Sutterella	TM7	Treponema	Trueperella	Ureaplasma	Varibaculum	Veillonella
Dorea	0.0	0.11133705279832445	0.0	0.0	0.0	-0.12763994983563554	0.0	-0.12013675488380851	0.0	0.19389057667948895	0.0	0.0	0.0	0.0	0.0	0.0	-0.14612588335688736	0.0	0.0	0.0	0.23756800668029548	0.0	0.0	0.0	0.0	-0.13526855467076362	0.10937466523766796	0.0	0.0	0.0	-0.13816884921335768	0.11957238567028625	0.15544693738188098	0.0	0.2208133774576101	0.0	0.0	0.0	0.0	-0.19530825997742732	0.0	0.0	0.0	0.0	0.19500101751296084	0.0	0.0	0.23727622184667752	0.0	0.0	0.0	-0.1120489284481668	-0.12482890822933644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10704136763114958	0.0	0.0	0.0	0.0	0.18585434057383315	0.15841791071292563	-0.10751867706859886	0.0	0.0	-0.11506043523391231	-0.10358651820511904	0.0	0.0	-0.19590032460326928	0.0	0.0	0.0	0.0	0.0	0.2423548845117605	0.0	0.24365509506564154	-0.12951057087278356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10060525967981357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacteriaceae	0.0	0.0	0.1147149923884892	0.11222312599889235	0.0	0.0	0.0	-0.16786484913205058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.20252539879733408	0.0	0.0	0.0	0.0	0.10253899240556817	0.1449587075459951	0.0	0.0	-0.1558746238435918	0.0	0.1457287121000558	0.0	0.0	-0.2141128208308124	0.0	0.0	0.1066101606891772	0.0	-0.13387964240631878	0.0	0.10683370525241359	0.0	-0.2501173587636656	0.0	0.0	0.0	0.17496459401139264	0.0	0.0	0.0	0.0	0.0	0.0	-0.10293422725281962	0.0	-0.1095471738833318	0.0	0.0	0.0	0.0	0.0	0.0	-0.11165659579296613	0.0	0.1328329331219255	0.0	0.0	0.10283672869557645	-0.12110795893494533	0.0	0.0	-0.13510070742216246	0.0	0.0	0.0	-0.1155985040937055	0.0	0.0	0.0	0.0	0.15219487310216923	0.11184095516874115	-0.12631239586838588	0.0	0.0	-0.16740777243248361	0.0	-0.1668932460509655	-0.160821893089519	-0.24054848880411023	0.0	0.12668095347743508	0.0	0.24125741265505088	0.0	0.10670451882482414	0.0	0.0	-0.15666134654968283	0.0	0.0	0.12258790590267639	0.12563898109823524	0.10834649615077453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus	0.0	0.0	0.0	0.10465651623213235	0.1302560167075248	0.0	0.0	-0.1334493254409308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16926430020272457	-0.18342125906858725	0.0	0.0	0.0	0.0	0.0	0.0	0.11341495908417638	-0.12287144764162414	-0.10084905683920414	0.0	0.0	0.0	0.0	-0.25003776601567584	0.0	0.0	0.0	0.0	-0.12205120832799105	0.17270405542518183	0.10070587037056075	0.23039108164434036	-0.24661363399213365	0.0	0.0	0.17496459401139264	0.0	0.0	0.0	0.0	0.0	0.0	-0.10681877726387728	0.0	0.0	-0.1450905330910659	-0.11091323548655824	0.0	0.1457673211355931	0.0	0.0	0.0	-0.1037122630550677	0.12321700384424547	0.12021644852980706	0.11589770076554513	0.0	0.0	-0.12202204085680485	0.0	0.0	-0.14150255481790852	0.0	0.0	0.0	-0.12267153741164671	0.0	0.0	0.0	0.0	0.0	0.0	-0.14644226755983153	0.0	0.0	0.0	0.0	-0.17364344921748937	-0.20713607293507236	-0.22364511018228855	0.0	0.1814678884813299	0.0	0.0	0.0	0.0	0.0	0.0	-0.16104734449082037	0.0	0.0	0.0	0.2699022898312332	0.0	0.1010112697017036	0.0	0.0	0.0	0.0	0.0	0.0	0.11656215721436078
Eubacterium	0.0	0.121171971908406	0.0	0.0	0.0	0.0	0.0	-0.15164519693428619	0.0	0.1810560671549081	0.0	0.0	0.0	0.0	0.0	0.0	-0.12581449268702902	0.0	0.0	0.0	0.1887292149579736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.14892848628358335	0.15348393162898638	0.13491858491870726	0.0	0.17621967229048047	0.0	0.0	0.0	0.0	-0.20137309179757562	0.19500101751296084	0.0	0.0	0.0	0.0	0.0	0.0	0.1876036495570934	0.0	0.0	0.0	0.0	-0.10671118232709514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16193965353171938	0.0	0.0	0.0	0.0	-0.11635184465009182	0.0	0.0	0.0	-0.1438415856279609	0.0	0.0	0.0	0.0	0.0	0.1922593605433251	0.0	0.1983963721270664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ezakiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12667268883356958	0.0	0.0	0.0	0.0	0.11379026724804925	0.0	0.0	0.0	0.0	0.17361616268743232	0.0	0.0	0.0	0.0	0.0	0.10906961788863234	-0.10619248072538394	0.16189169143807308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13848485186278717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2381578728588245	0.0	0.16186504272161203	0.1849713841475687	0.0	0.0	0.0	-0.15301191550061594	0.0	0.0	0.16212911590031492	0.0	0.0	-0.11079132628263252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16332124993116787	0.19982625577527777	0.0	0.0	0.0	0.0	0.0	-0.12510977381886534	0.0	0.25682264668925775	0.10270690795664247	0.0	0.0	0.10082728366811922	0.0	0.0	0.0	0.18304217709952958	0.0	0.0	0.0	0.0	0.0	-0.15029495434589862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18011286411816352	0.0
Facklamia	0.0	0.0	0.0	0.0	0.24071979214423245	0.0	0.13264366458477272	-0.13562101281775202	0.0	0.0	0.0	0.0	0.20203774199690966	0.0	0.0	0.15043335212024878	-0.13094913503904637	0.18165812477974136	0.0	0.0	0.0	0.0	0.0	0.18572533958035742	-0.17107345557232534	0.16445469969842005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.15840428063628492	0.3300792849796812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2381578728588245	0.0	0.0	0.24504832173424132	0.1090644968452238	0.2647137546624954	0.0	-0.13883164391640432	-0.2293859989739517	0.0	0.0	0.23727332514754937	0.0	0.0	-0.1329954466561098	0.10625511706774515	0.0	0.19778308836318645	0.0	0.0	-0.15732940247258806	0.0	0.0	0.0	0.0	0.0	0.0	-0.19960699477190963	0.1992474281523695	0.0	0.0	0.0	0.0	0.0	-0.20646399183456365	0.0	0.25411278304163504	0.22053905169287435	0.0	-0.16998219135583176	0.0	-0.10433498487706959	-0.10946812121329841	0.0	0.2373149480561788	0.0	0.0	0.0	0.0	0.0	-0.23794724636848963	0.0	0.0	0.0	0.14196223963521637	0.0	0.0	0.0	-0.13685625129908124	0.0	0.0	0.0	0.19418221085345339	0.0
Faecalibacterium	0.0	0.1299855406107981	0.0	0.0	-0.10854569529327152	0.0	0.0	-0.15743083802383445	0.0	0.2798747086564509	0.0	0.0	0.0	0.0	0.0	0.0	-0.17100799271620915	0.228533013848502	0.0	0.0	0.2951743303564599	0.0	0.0	0.0	-0.1437891805900794	0.0	0.1334529227984462	0.0	0.0	0.0	0.0	0.2838291989163195	0.2615860539906445	0.0	0.24101729954896242	-0.12339933218879749	0.0	0.0	0.0	-0.14962736407265967	0.23727622184667752	0.0	0.0	0.0	0.1876036495570934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.143623994601439	-0.11102712445597179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10440954025720336	0.0	0.0	-0.11432713493225824	0.0	0.0	0.0	-0.12334880984874066	0.0	0.0	0.0	0.0	0.1942568915000805	0.1584246419375417	-0.13580828472369955	0.0	0.0	0.0	0.0	0.0	0.0	-0.16007086528717424	0.0	0.0	0.0	0.0	0.0	0.2878390374574876	0.0	0.2794660156379071	-0.1677205542753264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fastidiosipila	0.0	0.0	0.0	0.0	0.19804331376431622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15176396902465877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1332569774927683	-0.1291557950207598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15901026888998265	0.0	0.10675564479093512	-0.11629781580189177	0.0	0.0	0.0	0.0	0.0	0.16186504272161203	0.24504832173424132	0.0	0.0	0.10179906172408307	0.0	0.0	-0.13279890512441692	-0.1833502592286932	0.0	0.0	0.2472547895378951	0.0	0.0	0.0	0.0	0.10696464045872237	0.1332106861524459	0.0	0.0	-0.1144337647756867	0.0	0.0	0.0	0.0	0.0	0.0	-0.13605527051763988	0.14374065843994016	0.0	0.0	0.11230601525103727	0.0	0.0	-0.1512412444984721	0.0	0.153070183765709	0.0	0.0	-0.1425836793382209	0.0	-0.12843952153984908	0.0	0.0	0.1628364590882795	0.0	0.0	0.0	0.0	0.0	-0.15851694315297649	0.0	0.0	0.0	0.13308082926778564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14154545835217652	0.0
Fenollaria	-0.1025065957464517	0.0	0.0	0.0	0.0	0.0	0.17431319149003072	-0.10002354658581471	0.0	0.0	-0.11214183620413484	0.0	0.19398105068428323	0.0	0.0	0.0	0.0	0.2278649037548193	-0.10805674479626598	0.0	0.0	0.0	0.0	0.0	-0.13430035096186893	0.20102378528981085	0.18047223397777304	0.0	-0.10923587953581611	0.0	0.17084158074842026	0.16396850346745506	0.0	0.0	0.0	0.0	0.0	-0.1090630815800902	0.0	0.0	0.0	0.0	0.0	-0.10681877726387728	0.0	0.1849713841475687	0.1090644968452238	0.0	0.10179906172408307	0.0	0.19067967987485523	0.0	0.0	-0.13714164667614398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10888030703691559	0.0	0.0	0.11469171459732144	0.0	0.0	0.0	0.0	0.20931085587744297	-0.11514253666645012	0.18844940092493703	0.0	0.0	0.0	0.0	0.0	-0.12487898931280891	0.101247851065847	0.19554753422755689	0.2375226539702774	0.0	0.0	0.312949175340659	0.0	-0.10265040168449019	0.0	0.14204866470337787	0.0	0.0	0.0	0.0	0.0	-0.10449644067440544	0.0	-0.11628118108048911	-0.11154098176958699	0.0	0.0	0.0	0.0	-0.12948103715819648	0.0	0.0	-0.10288748474502396	0.18981123636412406	0.0
Finegoldia	-0.19535653118430985	0.0	0.0	-0.15170919530162377	0.23490612658355647	0.20818555336664346	0.37665609017513146	-0.16916292080237255	-0.13583036137947715	0.0	-0.21449383441624637	0.0	0.636818045969544	0.0	0.0	0.0	0.0	0.35733742620180287	-0.2108277313717786	0.0	0.0	0.0	-0.1429874250032347	0.0	-0.2611523463608194	0.45662217690582996	0.0	-0.13221779840553133	-0.11432529868868463	0.0	0.0	0.0	0.0	-0.1520234094934716	0.0	-0.25631485667608106	0.5360835849428915	-0.16964317918501898	0.0	0.19567377174361988	0.0	0.0	-0.10293422725281962	0.0	0.0	0.0	0.2647137546624954	0.0	0.0	0.19067967987485523	0.0	0.0	-0.1443087887682437	-0.19489087215561984	-0.1461073922058221	0.0	0.0	-0.20336301726020645	0.0	-0.12787901608009242	0.0	0.0	0.16104149160139175	0.0	0.0	-0.1918269729815789	0.0	0.0	0.0	0.0	0.0	0.11614391116696127	-0.2633508667508486	0.18388625860078545	0.0	0.0	0.0	0.0	-0.10801586275769161	-0.2484756535637383	0.0	0.0	0.5905828952450305	0.15588144042394103	0.0	0.26919949063926624	0.21060729021836722	-0.24197883401298476	0.0	0.27898354848178086	-0.1940026640584036	0.0	0.0	-0.11849666261344256	0.0	-0.23074219838271337	-0.12114847657837717	-0.181175189045715	-0.12721825059181904	0.2288413797336331	0.0	0.23639171527133063	0.15906466468807393	-0.2672414427879082	-0.15271482288746985	-0.13660954348408053	0.0	0.3050821434115518	0.0
Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.13478839732302716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23837805299542714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1120489284481668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14450918659948297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10011808787715253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1562640603897308	0.0	0.20443288618383387	0.0	-0.11400007205945517	0.0	0.0	0.0	0.0	-0.1093803231649279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1491230893331678	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gardnerella	0.0	-0.13048427218895592	0.0	0.0	-0.10083937161429697	0.0	-0.1398920401984478	0.6710916907383762	0.0	-0.10381184464343851	0.0	-0.12264724634749924	0.0	-0.10222392711431275	0.0	-0.1115250740915007	0.7125787950844945	-0.15833358318927385	0.0	0.0	0.0	0.0	0.0	-0.12657801054507756	0.3026794607610882	0.0	-0.12380485146967914	0.0	0.0	-0.14536965320951895	0.3831791512590059	-0.14907691587788935	-0.10882765112500545	0.0	-0.11436837899904592	0.6485526194594747	-0.27726951783292925	0.0	-0.12716964459108	0.5168174602158997	-0.12482890822933644	0.0	-0.1095471738833318	-0.1450905330910659	-0.10671118232709514	0.0	-0.13883164391640432	-0.143623994601439	-0.13279890512441692	0.0	-0.1443087887682437	0.0	0.0	0.2750743576153756	0.0	-0.11416918746138562	-0.10350008932967723	0.0	0.0	0.43753034874296737	-0.23818527380819737	-0.2827004847570544	-0.11322324564546392	0.16712441947284926	-0.204180814877305	0.6704447983661219	0.0	-0.11116908631291547	0.13868724462803544	0.0	0.0	0.0	0.319120629380626	-0.12083617651582523	-0.11230925347433507	0.0	0.0	0.0	0.0	0.5442309251696933	0.0	-0.11263232344594375	0.0	0.0	0.18900811148858182	0.0	0.4718577577871407	0.20397042216721062	-0.20640403723816514	-0.12727553007353842	0.0	0.0	0.0	0.0	-0.10353222189350221	0.5365998808755604	0.0	0.0	0.0	-0.2496590115934173	0.0	-0.11651269851418283	0.0	0.23027380942434156	0.0	0.0	0.2104705180895322	-0.12440777149667145	-0.12034763791162306
Gemella	0.0	0.0	0.0	0.0	-0.19495901706160895	0.0	-0.1617182365585574	0.3075722765137016	0.0	0.0	0.0	-0.1376215147456186	0.0	0.0	0.0	-0.152276637062294	0.299153344322836	-0.1873341459656275	0.10655872828605323	0.0	0.0	0.0	-0.10156750944550696	-0.14675087413744717	0.267328072380725	-0.14771086197340177	-0.1223932213238633	0.0	0.0	-0.11365850040236566	0.16849672300199237	0.0	0.0	0.0	0.0	0.3825088590425435	-0.2075234955093722	0.0	-0.12181761888943088	0.19618724545753097	0.0	0.0	0.0	-0.11091323548655824	0.0	-0.15301191550061594	-0.2293859989739517	-0.11102712445597179	-0.1833502592286932	-0.13714164667614398	-0.19489087215561984	0.0	0.2750743576153756	0.0	0.1886620967348056	0.1325799642611326	-0.17153656289545693	0.0	-0.12439247571186775	0.0	-0.18258142514710146	-0.14265578007399707	-0.1703884257895899	0.0	0.0	0.2601203910598915	-0.11369122390482109	-0.10481258134182977	0.0	0.0	0.0	-0.11730132947110855	0.3635301574914772	-0.14377030360173884	0.0	0.0	0.0	0.0	0.0	0.36553198436323575	0.0	-0.20617952809205442	0.0	0.0	0.1687133232615131	0.0	0.27138717912679355	0.0	-0.17503925875468856	-0.19820998511356214	0.0	0.0	0.0	0.11391538122138932	0.0	0.4335413702949307	0.0	0.0	0.0	-0.13800974578475783	0.0	0.206462618210909	0.0	0.0	0.0	0.0	0.1270661380741125	-0.21216414334050937	0.15259340732213955
Granulicatella	0.13611232409064977	0.0	0.0	0.0	0.0	0.0	-0.1159723812814121	0.0	0.0	0.0	0.0	0.0	-0.1730547455102237	0.0	0.0	0.0	0.0	0.0	0.1898422506677397	0.0	0.0	0.0	0.0	0.0	0.0	-0.13719392747633274	0.0	0.0	0.0	0.0	-0.15800011326993574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.17214404601168762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1461073922058221	0.0	0.0	0.1886620967348056	0.0	0.20198831166081577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1833302237347526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.20976482241662087	0.0	0.0	0.0	-0.14941380966330825	0.0	0.0	0.0	0.0	0.0	0.0	0.24720907021747654	0.0	0.0	0.0	0.1499523417710699	0.0	0.0	0.0	0.15608877864766119	0.0	0.0	0.0	0.0	0.0	-0.14114699257482174	0.15544599301249346
Haemophilus	0.11609415604631479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11565504472141969	-0.1280652469702696	0.0	0.1461236172081506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21536101168170538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11967034240220983	-0.18159079696842506	0.0	0.0	0.0	0.1457673211355931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14450918659948297	-0.11416918746138562	0.1325799642611326	0.20198831166081577	0.0	0.0	0.0	0.0	-0.15938421914632267	0.0	0.0	0.0	0.0	0.11631168683436668	-0.10601807141930755	0.0	0.0	-0.14008372209716818	0.0	0.0	0.0	0.0	0.0	0.22297795178722662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12519543455010687	0.0	-0.10530262705289106	0.0	-0.1572153221188014	0.0	0.0	0.0	0.0	0.0	0.0	0.25190945735037557	0.0	0.0	0.0	0.10454803749479412	0.0	0.0	0.0	0.29111244741065123	0.0	0.0	0.0	0.0	0.0	0.0	0.2291702979109177
Helcococcus	0.0	0.0	0.0	0.0	0.12046527856440287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.195303656556733	-0.11744544875775503	0.0	0.0	0.0	0.0	0.0	0.0	0.17861564643131406	-0.11321485975960943	0.0	0.0	0.0	0.0	0.0	-0.1157570815550637	0.0	0.0	0.0	0.0	-0.10127210002740819	0.16131189122757955	0.0	0.11723551034974634	-0.17783072624565438	0.0	0.0	0.0	0.0	0.0	0.16212911590031492	0.23727332514754937	0.0	0.2472547895378951	0.0	0.0	0.0	-0.10350008932967723	-0.17153656289545693	0.0	0.0	0.0	0.0	0.0	-0.13553055951733406	0.0	0.0	0.0	0.0	0.0	-0.10995896272342412	0.0	0.11531750099572076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22681604236942815	0.0	0.0	-0.13904760718450027	0.0	0.18978572324595366	0.0	0.0	-0.1432595072278965	0.0	-0.17422657231570066	0.0	0.0	0.15180278208506565	0.0	0.0	0.0	0.0	0.0	-0.16467628188887418	0.0	0.0	0.0	0.1117341719955386	0.0	0.0	0.0	0.0	0.0	0.12706254681001164	0.0	0.0	0.0
Hyphomicrobium	0.1174384867296865	0.0	0.0	0.12021447810474614	0.0	-0.14405870490716624	-0.1037575761840137	0.0	0.0	0.0	0.14061028493407648	0.0	-0.21352334057302713	0.0	0.0	0.0	0.0	-0.16144012131392968	0.13015942628584548	0.0	0.0	0.0	0.0	0.0	0.0	-0.2112608282238819	0.0	0.1322112757245324	0.11255924727985177	0.0	-0.1275967608319213	0.0	0.0	0.11577287335243727	0.0	0.0	-0.15412207822764074	0.12239052048101726	0.0	-0.175909862932833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.20336301726020645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23025221592306677	0.0	0.0	-0.157056392467737	-0.18452359319881945	0.11151245034005242	0.0	0.0	0.1238751257199615	0.0	0.0	0.0	0.0	0.0	0.0	0.11775135034703302	0.0	0.0	0.0	0.0	0.0	0.0	0.10406245028420735	0.0	0.0	0.0	0.0
Jonquetella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11189695756950878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12915268099627897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12439247571186775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13685295965277994	0.0	0.0	0.1156277184899843	0.17427227950019175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1013246083655806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10726389167992854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae	0.0	-0.11938404222674	0.0	0.0	0.0	0.0	0.0	0.3156047340335828	-0.10163672710254343	0.0	0.0	0.0	0.0	0.0	0.0	-0.13901362045454618	0.36877172904003097	-0.14625954705373717	0.0	0.0	0.0	0.0	0.0	-0.1460707790772261	0.22701688521520577	0.0	0.0	0.0	0.0	-0.10401969629341783	0.2857529519592409	-0.1159101772171329	0.0	0.0	0.0	0.4912560431762396	-0.21585883198715672	0.0	-0.11978424205304547	0.34565574213723754	0.0	0.0	-0.11165659579296613	-0.1037122630550677	0.0	-0.11079132628263252	-0.1329954466561098	0.0	0.0	0.0	-0.12787901608009242	0.0	0.43753034874296737	0.0	0.0	-0.15938421914632267	-0.13553055951733406	0.0	0.0	0.0	-0.2396980137764683	-0.21733588647431973	-0.14894333697576478	0.0	-0.2080575287484553	0.4772558670187686	0.0	-0.13278348333058668	0.15995634425480887	0.0	0.0	0.0	0.21481075578527015	0.0	-0.17236692425334885	0.0	-0.10847231312965802	0.0	0.0	0.4027523231264005	0.0	0.0	0.0	0.0	0.23636711058458626	0.0	0.3473245935611409	0.3658405468873075	-0.10980445836215164	-0.12121570342144777	0.0	0.0	0.0	-0.12066698008424065	0.0	0.3767758867172935	0.0	-0.11214222378627982	0.0	-0.1920210088692838	0.0	-0.1493883318365068	0.0	0.39936156065146455	0.0	0.0	0.0	-0.10168327658286747	-0.1461135472327762
Lactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.22903425499602864	0.10038655484792172	0.0	0.0	0.13826076841007628	0.0	0.0	0.0	0.0	-0.27235511884746577	0.0	0.0	0.10951363596799871	0.0	0.0	0.0	0.0	-0.2168338959413514	0.0	0.0	0.10958456623776182	0.0	0.10834574389599541	-0.3197112239341185	0.0	0.0	0.0	0.0	-0.28822725526008486	0.16166666212187225	0.0	0.13309411832470847	-0.2792050071373119	0.0	0.0	0.0	0.12321700384424547	0.0	0.0	0.10625511706774515	0.0	0.0	0.0	0.0	0.0	-0.23818527380819737	-0.18258142514710146	0.0	0.0	0.0	0.0	0.0	-0.2396980137764683	0.0	0.36729973055065673	0.2941536480767706	0.15553683303643528	0.4014800854365763	-0.3077164578345031	0.0	0.14554078070326287	-0.1929454893743655	0.0	0.0	0.0	-0.15535914228280398	0.0	0.0	0.2328200129151325	0.0	0.0	0.0	-0.2952822998527378	0.0	0.0	0.0	0.0	-0.26485983737857455	-0.12615344916475021	-0.34229006398430145	-0.12413934582314101	0.1572102860418551	0.0	0.0	0.0	0.0	0.0	0.0	-0.3176773521842915	0.0	0.0	0.0	0.27754354044114227	0.0	0.12247754040702231	0.0	-0.11886415432926313	0.0	0.0	0.1382552904570975	0.0	0.11573534363869302
