	Abiotrophia	Acidaminococcus	Acidovorax	Acinetobacter	Actinobaculum	Actinomyces	Actinomycetales	Aerococcus	Agromyces	Alistipes	Alloprevotella	Alloscardovia	Anaerococcus	Anaeroglobus	Arcanobacterium	Arthrobacter	Atopobium	Bacteroides	Bergeyella	Bifidobacterium	Blautia	Bosea	Bradyrhizobiaceae	Brevibacterium	Bulleidia	Campylobacter	Casaltella	Caulobacter	Caulobacteraceae	Clostridiaceae	Clostridiales	Clostridium	Collinsella	Comamonadaceae	Coprococcus	Coriobacteriaceae	Corynebacterium	Delftia	Dermabacter	Dialister	Dorea	Eggerthella	Enterobacteriaceae	Enterococcus	Eubacterium	Ezakiella	Facklamia	Faecalibacterium	Fastidiosipila	Fenollaria	Finegoldia	Fusobacterium	Gardnerella	Gemella	Granulicatella	Haemophilus	Helcococcus	Hyphomicrobium	Jonquetella	Lachnospiraceae	Lactobacillus	L. crispatus	L. gasseri	L. iners	L. jensenii	Megasphaera	Metaprevotella	Microbacterium	Mobiluncus	Mogibacterium	Moryella	Murdochiella	Mycoplasma	Negativicoccus	Neisseria	No	Oligella	Parabacteroides	Parasutterella	Parvimonas	Peptococcus	Peptoniphilaceae	Peptoniphilus	Peptostreptococcus	Porphyromonadaceae	Porphyromonas	Prevotella	Prevotellaceae	Propionibacterium	Propionimicrobium	Pseudomonas	Pyramidobacter	Roseburia	Rothia	Ruminococcus	Sneathia	Solobacterium	Sphingobacterium	Sphingomonas	Staphylococcus	Stenotrophomonas	Streptococcus	Sutterella	TM7	Treponema	Trueperella	Ureaplasma	Varibaculum	Veillonella
Blautia	0.0	0.11581348425561311	0.0	0.0	-0.10714481892761002	-0.11801262740023052	0.0	-0.13987158065793726	0.0	0.2582205837084931	0.0	0.0	0.0	0.0	0.0	0.0	-0.1334331599624709	0.14539332401507024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11052830900649	0.0	0.17377940096976263	0.22514732738592524	0.0	0.2617292796633539	0.0	0.0	0.0	0.0	-0.18515478493081738	0.23756800668029548	0.0	0.0	0.0	0.1887292149579736	0.0	0.0	0.2951743303564599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11454965424302638	0.0	0.0	0.0	-0.10205725691212206	0.0	0.0	0.0	0.0	0.22772141095241555	0.18222492813718366	-0.10025985644660056	0.0	0.0	0.0	0.0	0.0	0.0	-0.167980276780418	0.0	0.0	0.0	0.0	0.0	0.264829125988712	0.0	0.2737762736943179	-0.12907672566755296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bosea	0.0	0.0	0.0	0.11726238386684881	0.0	0.0	0.0	-0.11046056890750847	0.10232839660736623	0.0	0.1478004904592461	0.0	-0.1341475809799956	0.0	0.0	0.0	-0.1183221021450194	0.0	0.10304725727045169	0.0	0.0	0.0	0.1296128792889424	0.0	0.0	-0.14148172303737555	0.0	0.1508110991553698	0.11654064395432664	0.0	-0.22853487061374486	0.0	0.0	0.11270023775587905	0.0	0.0	0.0	0.1356998358508604	0.0	-0.22650347611871102	0.0	0.0	0.10253899240556817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10370432620875122	0.0	0.0	0.11017080983343805	-0.11675054822712139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1522475374293149	0.0	0.0	0.0	0.0	0.0	0.0	-0.17597555447415986	0.0	0.0	-0.12811946626746684	-0.2411833776495455	0.0	0.0	0.0	0.14027398637285116	0.0	0.0	0.0	0.0	0.0	0.1295124320550327	0.11603621780299081	0.1069677043749316	0.0	0.0	0.0	0.0	0.0	0.120863084072417	0.0	0.0	0.0	0.0
Bradyrhizobiaceae	0.11143154116500995	0.0	0.15373230167637192	0.14276498309857227	0.0	0.0	0.0	-0.12358969050993077	0.0	0.0	0.10484335475374534	0.0	-0.18160205539418714	0.0	0.0	0.0	-0.1267897319974957	0.0	0.0	0.0	0.0	0.1296128792889424	0.0	0.0	0.0	-0.16628943158099946	0.0	0.15394570637951405	0.13181480454180836	0.0	-0.21843787582370433	0.0	0.0	0.12248332549486088	0.0	0.0	0.0	0.122060107747794	0.0	-0.2549339712337065	0.0	0.0	0.1449587075459951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1429874250032347	0.0	0.0	-0.10156750944550696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15239575922791004	0.0	0.0	0.0	0.0	0.0	0.0	-0.10124328697434742	0.0	0.0	0.0	0.0	0.0	0.0	0.13409156018797808	0.0	0.0	0.0	-0.11359921219902669	0.0	0.0	-0.223515085257397	0.0	-0.12849013646620766	-0.1907974694108919	-0.262596799137516	0.0	0.13799467532813958	0.0	0.14894783019396218	0.0	0.0	0.0	0.0	-0.1230602810428422	0.0	0.13375364097273668	0.15941283815910742	0.0	0.15009125630063092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10687108269820954	0.1262654071017093	0.0	0.0	0.0	0.0	0.0	0.0	0.3321770494748115	-0.12315006215933115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11288048157851824	0.0	0.0	0.0	0.0	0.0	-0.10375711283929458	0.0	0.0	0.0	0.0	-0.12949583706830434	0.24456436835659215	0.0	0.2411237743843942	-0.15668660204775617	0.0	0.0	0.0	0.11341495908417638	0.0	0.10906961788863234	0.18572533958035742	0.0	0.1332569774927683	0.0	0.0	0.0	-0.12657801054507756	-0.14675087413744717	0.0	0.0	0.17861564643131406	0.0	0.0	-0.1460707790772261	0.0	0.0	0.0	0.0	0.0	-0.10439416297754867	0.0	0.21412109694694653	0.0	0.0	0.0	0.0	-0.10295566209223483	0.0	0.0	0.0	0.16984393371531872	0.0	0.0	-0.11081427120551762	0.0	0.1370796042127946	0.0	0.0	-0.15661338995030083	0.0	-0.17191518589346053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.14574499953889586	0.0	0.0	0.0	0.2059352271620741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bulleidia	0.0	0.0	0.0	0.0	-0.15081339497647073	0.0	-0.1967830577484112	0.252559657593295	0.0	-0.10623381073482545	0.0	0.0	-0.1376903664131434	0.0	0.0	0.0	0.32097664788908997	-0.24648003387044087	0.0	0.0	0.0	0.0	0.0	-0.11288048157851824	0.0	-0.1823099540329671	0.0	0.0	0.0	0.0	0.21538151632326408	-0.1020429434959979	0.0	0.0	0.0	0.46542139693196716	-0.2841943602481992	0.0	-0.10202048807671699	0.18602538530838447	0.0	0.0	0.0	-0.12287144764162414	0.0	-0.10619248072538394	-0.17107345557232534	-0.1437891805900794	-0.1291557950207598	-0.13430035096186893	-0.2611523463608194	0.0	0.3026794607610882	0.267328072380725	0.0	0.0	-0.11321485975960943	0.0	0.0	0.22701688521520577	-0.2168338959413514	-0.1544139502422442	-0.1923963721501912	0.0	-0.1454184751287494	0.35143989805918785	-0.10896233665590027	0.0	0.16338695118998164	0.0	0.0	-0.14510653355565944	0.32946304089967116	-0.14965255520840023	0.0	0.0	0.0	0.0	0.0	0.4491587723934316	0.0	-0.14337732038611514	0.0	0.0	0.2093050219657552	0.0	0.23784638860675705	0.25846135579486285	0.0	-0.23711918870726836	0.0	0.0	0.0	0.0	-0.10604825593976591	0.4549378898725047	0.0	0.0	0.0	-0.19699919518055276	0.0	-0.15798900968004875	0.0	0.2208227101897166	0.0	0.0	0.0	-0.17844055324445407	0.0
Campylobacter	-0.19012554788713287	0.0	0.0	-0.18675560405893346	0.16449872441653873	0.26421879064986603	0.29867230447128096	0.0	-0.17119006793831518	0.0	-0.1648597330596211	0.0	0.4204853916126169	0.0	0.0	0.0	0.0	0.38793959537029077	-0.18916293223932168	0.0	0.0	-0.14148172303737555	-0.16628943158099946	0.0	-0.1823099540329671	0.0	0.0	-0.13441696233989975	-0.10806249121121345	0.0	0.19126434822814078	0.16081687516945692	0.0	-0.1793039889534288	-0.10386996819709217	-0.1371712447460939	0.24766834705764812	-0.21227422083300235	-0.10618733596406281	0.2822932293091317	-0.13526855467076362	0.0	-0.1558746238435918	-0.10084905683920414	0.0	0.16189169143807308	0.16445469969842005	0.0	0.0	0.20102378528981085	0.45662217690582996	0.23837805299542714	0.0	-0.14771086197340177	-0.13719392747633274	0.0	0.0	-0.2112608282238819	0.0	0.0	0.0	0.0	0.12399115319716827	-0.1562598578327431	0.0	0.0	0.0	-0.11582615227131118	0.14607604861706172	0.0	0.0	0.11291688468581895	-0.13730270377953713	0.15194059502650675	0.0	-0.13109566968418251	0.0	0.0	-0.15003848107608503	0.0	0.0	0.11649357229874711	0.4615992078057828	0.11477416440195926	0.0	0.445588129648772	0.29826092490249645	-0.18890295536501098	0.0	0.28225624848014375	-0.20869631550627343	0.0	-0.11359739889766352	-0.12118283239431171	0.0	0.0	-0.13046662582836094	-0.18302915220593308	-0.1406068131322195	0.0	-0.12634735107045114	0.12995906609365232	0.12043424292718602	-0.1483781784880246	-0.13424049168188035	-0.15983428458961213	0.0	0.32919098462713636	0.0
Casaltella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1296891436329639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15885940653916347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1592266495420441	0.0	0.0	0.0	-0.1069923794914132	0.0	0.0	0.0	0.0	0.10937466523766796	0.0	0.0	0.0	0.0	0.0	0.0	0.1334529227984462	0.0	0.18047223397777304	0.0	0.0	-0.12380485146967914	-0.1223932213238633	0.0	0.0	0.0	0.0	0.12915268099627897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12437445938854173	0.0	0.0	0.19365833454711312	0.15163795555014084	0.16567708012233162	0.0	0.15094688495805003	0.0	0.0	0.0	0.0	0.0	0.0	0.14711163705401265	0.10669526993853835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1062304007485507	0.0	0.0	0.10584084265377883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10551472193922708	0.10461174314664613	0.0
Caulobacter	0.10638773921571358	0.0	0.3211609946849887	0.13063309343047103	0.0	-0.12408843148248613	0.0	-0.13033144396412927	0.11724714541214105	0.0	0.0	0.0	-0.16037081728503977	0.0	0.0	0.0	-0.11556653623414383	-0.1034995766105177	0.0	0.0	0.0	0.1508110991553698	0.15394570637951405	0.0	0.0	-0.13441696233989975	0.0	0.0	0.2840951388952864	0.0	-0.23052924504007902	0.0	0.0	0.1612824998214506	0.0	0.0	0.0	0.10656069859447709	0.0	-0.22159260147687931	0.0	0.0	0.1457287121000558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13221779840553133	0.0	0.0	0.0	0.0	0.0	0.0	0.1322112757245324	0.0	0.0	0.10958456623776182	0.14040094497932115	0.0	0.0	0.1151251560495388	-0.1061015390495881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11757245019477622	0.0	0.0	0.0	-0.10857702573123701	0.0	0.0	-0.19587395377504369	0.0	-0.13853068258283557	-0.1948792279435904	-0.24854114220818158	0.0	0.11598999024942742	0.0	0.1470868463111102	0.0	0.0	0.0	0.0	-0.10517617276077666	0.0	0.14169757875276828	0.30413972669844724	0.0	0.26880959884942685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacteraceae	0.12391966876667448	0.0	0.30529624101725994	0.11958550259543704	0.0	0.0	0.0	-0.12639365472181452	0.0	0.0	0.0	0.0	-0.14450630273774115	0.0	0.0	0.0	-0.12514228024166985	0.0	0.0	0.0	0.0	0.11654064395432664	0.13181480454180836	0.0	0.0	-0.10806249121121345	0.0	0.2840951388952864	0.0	0.0	-0.2134073764148557	0.0	0.0	0.144260932566779	0.0	0.0	0.0	0.11056268780549766	0.0	-0.24106904723410277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10923587953581611	-0.11432529868868463	0.0	0.0	0.0	0.0	0.0	0.0	0.11255924727985177	0.0	0.0	0.0	0.11164119053703228	0.0	0.0	0.11120820015668612	-0.11019010510847066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1164797765449972	0.0	0.0	0.0	-0.11845529337930882	0.0	0.0	-0.21454666630266073	0.0	0.0	-0.1452024310224213	-0.22747040376459404	0.0	0.0	0.0	0.10390381225416198	0.0	0.0	0.0	0.0	0.0	0.0	0.15312589331849485	0.2729064551242987	0.0	0.2755250575558469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1686342260691277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13469957650378744	0.0	0.0	0.0	0.11052830900649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1365246779185149	0.0	0.0	0.0	0.0	-0.11496042686139976	0.0	0.0	0.0	-0.18452776465857118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.14536965320951895	-0.11365850040236566	0.0	0.0	0.0	0.0	0.0	-0.10401969629341783	0.10834574389599541	0.3113077475525685	0.0	-0.11844250513556907	0.0	-0.13788655360941543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10118375822685323	-0.12557251133783828	0.0	0.0	-0.11908203826135629	0.0	0.0	0.0	-0.1761673688535188	0.0	0.14153158607422014	0.0	0.0	0.0	0.0	0.0	0.10920611375652804	-0.10977868406046312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10134972276037907	0.0	0.0
Clostridiales	-0.22098216745555654	-0.1374718662915554	-0.17431169152446668	-0.1967812643516284	0.0	0.0	0.0	0.3602591452928051	-0.17841010114861572	-0.10016050142943339	-0.20161328628499162	-0.177489802824218	0.22598905552638754	-0.14609066567479695	0.0	-0.11363421881383257	0.49415199060433956	0.10275945727447704	-0.18473418439909484	0.0	0.0	-0.22853487061374486	-0.21843787582370433	-0.10375711283929458	0.21538151632326408	0.19126434822814078	0.0	-0.23052924504007902	-0.2134073764148557	-0.1365246779185149	0.0	0.0	-0.12360666386096976	-0.22565358797545834	-0.13454522874416502	0.484622610815251	-0.1144175423004445	-0.20574309792399836	-0.21895944258983954	0.5516823099539105	-0.13816884921335768	0.0	-0.2141128208308124	-0.25003776601567584	-0.14892848628358335	0.0	0.0	0.0	0.0	0.17084158074842026	0.0	0.0	0.3831791512590059	0.16849672300199237	-0.15800011326993574	-0.21536101168170538	-0.1157570815550637	-0.1275967608319213	0.0	0.2857529519592409	-0.3197112239341185	-0.2722636268911237	-0.19549768936258963	0.0	-0.27618808122092103	0.43105766563245135	0.0	-0.19668891993730309	0.30979341094048163	-0.11313399157815354	0.0	0.0	0.24490512012816185	0.0	-0.1638253188491952	-0.18718448527780604	-0.1390020957591691	-0.11902682311083185	-0.16927066500678078	0.4736599964607553	0.0	0.0	0.3240929414309325	0.0	0.3759681530135095	0.32036800011605704	0.5638450795076599	0.0	-0.2136885215228852	0.0	-0.1893607551717979	0.0	0.0	-0.23713222828913583	0.0	0.47012362543086983	-0.17226487093695997	-0.2348900467912859	-0.22501511334557756	-0.27846391899231004	-0.17533186229064876	-0.2131979930207832	0.0	0.0	-0.1502396205198046	-0.18923661426714128	0.0	0.0	-0.1983000532626702
Clostridium	0.0	0.12367430856189854	0.0	-0.10018172901703168	-0.1267766316995343	0.0	0.0	-0.13971487290208362	0.0	0.17002216221869798	0.0	0.0	0.10000886497296382	0.0	0.0	0.0	-0.10202383917406839	0.29708966547733495	0.0	0.0	0.17377940096976263	0.0	0.0	0.0	-0.1020429434959979	0.16081687516945692	0.1592266495420441	0.0	0.0	0.0	0.0	0.0	0.13437321764746163	0.0	0.11842988146548128	-0.1260772978565102	0.0	0.0	0.0	0.0	0.11957238567028625	0.0	0.0	0.0	0.15348393162898638	0.0	0.0	0.2838291989163195	0.0	0.16396850346745506	0.0	0.0	-0.14907691587788935	0.0	0.0	0.0	0.0	0.0	0.0	-0.1159101772171329	0.0	0.0	0.0	-0.12301102942605804	0.0	0.0	0.12450227627966165	0.0	0.0	0.0	0.11638611579114055	0.12423016614796188	0.0	0.0	0.0	0.0	0.0	0.15572547980249563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2209569312403512	0.0	-0.1399091350116472	0.0	0.0	0.0	0.0	0.1720341767061815	0.0	0.18491669887099332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10723817965071716	0.0	0.0	0.0	0.0	0.0	0.0
Collinsella	0.0	0.11120542165211618	0.0	0.0	0.0	0.0	0.0	-0.1443629335623653	0.0	0.22830233783527887	0.0	0.0	0.0	0.0	0.0	0.0	-0.15944800337173404	0.10829688502797098	0.0	0.0	0.22514732738592524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12360666386096976	0.13437321764746163	0.0	0.0	0.21154488151896472	0.0	0.0	0.0	0.0	-0.19859950115712574	0.15544693738188098	0.0	0.0	0.0	0.13491858491870726	0.0	0.0	0.2615860539906445	0.0	0.0	0.0	0.0	-0.10882765112500545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10347695586223582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15314731079195262	0.14539390210629852	-0.10595946578923393	0.0	0.0	-0.11937366090230356	0.0	0.0	-0.11186808324875645	-0.1912242434180521	0.0	0.0	0.0	0.0	0.0	0.19826917367929323	0.0	0.17690707129391225	-0.12789030256681033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Comamonadaceae	0.15222417182372266	0.0	0.15418199107177302	0.13816376263462438	0.0	0.0	0.0	0.0	0.0	0.0	0.11718676544515175	0.0	-0.1734231615138541	0.0	0.0	0.0	-0.13278131371340673	-0.1479613879391041	0.1204277064456339	0.0	0.0	0.11270023775587905	0.12248332549486088	0.0	0.0	-0.1793039889534288	0.0	0.1612824998214506	0.144260932566779	0.0	-0.22565358797545834	0.0	0.0	0.0	0.0	0.0	0.0	0.1552291402493189	0.0	-0.23826691242350867	0.0	0.0	0.1066101606891772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1520234094934716	0.0	0.0	0.0	0.0	0.0	0.0	0.11577287335243727	0.0	0.0	0.0	0.11646804514252547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2420026912727926	0.0	-0.1089173973522008	-0.16603222794249695	-0.23862701714128343	0.0	0.0	0.0	0.15469758430903835	0.0	0.0	0.13089946453642237	0.0	0.0	0.0	0.15218096395179498	0.166940629950119	0.0	0.13792815998076446	0.0	0.0	0.0	0.11582346438712035	0.0	0.0	0.0	0.0
Coprococcus	0.0	0.12326319996615115	0.0	0.0	0.0	-0.10755089476315886	0.0	-0.115946224223646	0.0	0.24575121750532725	0.0	0.0	-0.10955535415527223	0.0	0.0	0.0	-0.14381418861068967	0.0	0.0	0.0	0.2617292796633539	0.0	0.0	0.0	0.0	-0.10386996819709217	0.0	0.0	0.0	0.0	-0.13454522874416502	0.11842988146548128	0.21154488151896472	0.0	0.0	0.0	0.0	0.0	0.0	-0.19007416831893423	0.2208133774576101	0.0	0.0	0.0	0.17621967229048047	0.0	0.0	0.24101729954896242	0.0	0.0	0.0	0.0	-0.11436837899904592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17625013680397783	0.1845908655448171	0.0	0.0	0.0	-0.1534761997657844	0.0	0.0	-0.10158516818590035	-0.1916863296438403	0.0	0.0	0.0	0.0	0.0	0.24575601164250865	0.0	0.21264155753873068	-0.11835157847127853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coriobacteriaceae	0.0	0.0	0.0	0.0	-0.14465689261351933	0.0	-0.16809855657995695	0.6228143397316899	0.0	0.0	0.0	0.0	-0.11320526326242579	0.0	0.0	0.0	0.6721608950258029	-0.23892777024287998	0.0	0.0	0.0	0.0	0.0	-0.12949583706830434	0.46542139693196716	-0.1371712447460939	-0.1069923794914132	0.0	0.0	-0.11496042686139976	0.484622610815251	-0.1260772978565102	0.0	0.0	0.0	0.0	-0.3512557236582952	0.0	-0.10668720569946327	0.48986406409119565	0.0	0.0	-0.13387964240631878	-0.12205120832799105	0.0	0.0	-0.15840428063628492	-0.12339933218879749	0.0	0.0	-0.25631485667608106	0.0	0.6485526194594747	0.3825088590425435	0.0	0.0	-0.10127210002740819	0.0	0.0	0.4912560431762396	-0.28822725526008486	-0.2731518458876036	-0.22868747270254774	0.14073531156577004	-0.23317787924282196	0.7100271782648091	0.0	-0.1133792453694195	0.19451296244961966	0.0	0.0	-0.12824413501526283	0.4463244228105401	-0.13209664118423653	-0.1218933945346382	0.0	0.0	0.0	0.0	0.6795054395475912	0.0	-0.11322709399910719	0.0	0.0	0.29256111964371606	0.0	0.4958506870168188	0.3348291540755326	-0.17282536994388753	-0.19762725351218563	0.0	0.0	0.0	0.0	0.0	0.6734133276280845	0.0	0.0	0.0	-0.2819497299336476	0.0	-0.20596246771776616	0.0	0.3220011612406499	0.0	0.0	0.0	-0.16874258617673737	-0.12309232970562559
Corynebacterium	0.0	0.0	0.0	0.0	0.1962136763526824	0.15826706892335532	0.2825270738122635	-0.261996191920014	0.0	0.0	-0.13328797333429204	0.0	0.37275690561177044	0.0	-0.10614371814009133	0.2717332139179856	-0.2632937733879915	0.21478345409323446	-0.12235376424142382	0.0	0.0	0.0	0.0	0.24456436835659215	-0.2841943602481992	0.24766834705764812	0.0	0.0	0.0	0.0	-0.1144175423004445	0.0	0.0	0.0	0.0	-0.3512557236582952	0.0	0.0	0.17839999817202623	0.0	0.0	0.0	0.0	0.17270405542518183	0.0	0.13848485186278717	0.3300792849796812	0.0	0.15901026888998265	0.0	0.5360835849428915	0.0	-0.27726951783292925	-0.2075234955093722	0.0	0.0	0.16131189122757955	-0.15412207822764074	0.0	-0.21585883198715672	0.16166666212187225	0.15927728667342775	0.17822332156009263	0.0	0.0	-0.28728656524996143	0.0	0.10690438192793977	0.0	0.0	0.0	0.0	-0.26710521202044424	0.13258312059563848	0.0	0.0	0.0	0.0	0.0	-0.30935826172101644	0.0	0.12162340708653313	0.31375500582943994	0.0	-0.21016018272239123	0.0	0.0	-0.22701476063267673	0.12719736179769411	0.2518696014637111	0.0	0.0	0.0	0.0	0.0	-0.3137451874775872	0.0	-0.10125544710458387	0.0	0.47352385217092396	0.0	0.24441703081888044	0.0	-0.20771612379314747	-0.11269312591518887	0.0	0.0	0.2171979645899556	0.12581485122417183
Delftia	0.1897793562056749	0.0	0.0	0.14032154705119962	0.0	0.0	0.0	0.0	0.1146792129550693	0.0	0.12142808381078725	0.0	-0.20573381550352265	0.0	0.0	0.0	-0.12557637149948744	-0.1154367763457416	0.13619291420030205	0.0	0.0	0.1356998358508604	0.122060107747794	0.0	0.0	-0.21227422083300235	0.0	0.10656069859447709	0.11056268780549766	0.0	-0.20574309792399836	0.0	0.0	0.1552291402493189	0.0	0.0	0.0	0.0	0.0	-0.25240540227718344	0.0	0.0	0.10683370525241359	0.10070587037056075	0.0	0.0	0.0	0.0	0.0	-0.1090630815800902	-0.16964317918501898	0.0	0.0	0.0	0.0	0.0	0.0	0.12239052048101726	0.0	0.0	0.0	0.13154608694534925	0.0	0.0	0.11026062628807268	0.0	0.0	0.0	-0.10257383574266432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10890786126174751	0.0	0.0	0.0	-0.2476061926058004	-0.10133461506471711	-0.11411608448143029	-0.19020115909110358	-0.25686718539556946	0.0	0.0	0.0	0.1280235398739165	0.0	0.0	0.1280001743420776	0.0	0.0	0.12141535453902105	0.15158586371018418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10602907894008759	0.0	0.0	0.0
Dermabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12745641624508008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22900499279186923	-0.1622088953444143	0.0	0.0	0.0	0.0	0.0	0.0	0.2411237743843942	-0.10202048807671699	-0.10618733596406281	0.0	0.0	0.0	0.0	-0.21895944258983954	0.0	0.0	0.0	0.0	-0.10668720569946327	0.17839999817202623	0.0	0.0	-0.23695168397643135	0.0	0.0	0.0	0.23039108164434036	0.0	0.0	0.0	0.0	0.10675564479093512	0.0	0.0	0.0	-0.12716964459108	-0.12181761888943088	0.0	0.11967034240220983	0.11723551034974634	0.0	0.0	-0.11978424205304547	0.13309411832470847	0.1664039306796432	0.0	0.0	0.0	-0.10414110327461124	0.0	0.14527518935875217	-0.11325666185687425	0.0	0.0	0.0	-0.12020583072828617	0.0	0.0	0.0	0.0	0.0	0.0	-0.14389928682201747	0.0	0.0	-0.11203405876195116	0.0	-0.15221971615087487	-0.18354478481701433	-0.2555685123926953	0.0	0.12838702757419404	0.0	0.0	0.0	0.0	0.0	0.0	-0.159531251160354	0.0	0.0	0.0	0.22739023194631758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister	-0.25983430206251407	-0.15898594888647416	-0.18411153998865445	-0.21254003006089045	0.0	0.18124710562901375	0.0	0.5207247643913449	-0.211660755606088	-0.17979351930276544	-0.1839841556831053	-0.15881646188758894	0.3447763557707102	-0.12044185730144925	0.0	-0.11626491984136234	0.6472202275449719	0.0	-0.21433976786618003	0.0	-0.18515478493081738	-0.22650347611871102	-0.2549339712337065	-0.15668660204775617	0.18602538530838447	0.2822932293091317	0.0	-0.22159260147687931	-0.24106904723410277	-0.18452776465857118	0.5516823099539105	0.0	-0.19859950115712574	-0.23826691242350867	-0.19007416831893423	0.48986406409119565	0.0	-0.25240540227718344	-0.23695168397643135	0.0	-0.19530825997742732	0.0	-0.2501173587636656	-0.24661363399213365	-0.20137309179757562	0.0	0.0	-0.14962736407265967	-0.11629781580189177	0.0	0.19567377174361988	0.0	0.5168174602158997	0.19618724545753097	-0.17214404601168762	-0.18159079696842506	-0.17783072624565438	-0.175909862932833	0.0	0.34565574213723754	-0.2792050071373119	-0.2887800036531686	0.0	0.0	-0.20514688478866394	0.4879438897655034	0.0	-0.20071499908597423	0.21284061971673557	-0.13379439162409318	0.0	0.0	0.2788633727273267	0.0	-0.1912381778664766	-0.19093950501180396	-0.14637300329935016	-0.15493583824040497	-0.19799224159909873	0.44234252065085533	0.0	0.0	0.42293710577309773	0.11019537942289917	0.3124049540294119	0.285326653473751	0.798808429989126	0.0	-0.2272096077571627	0.0	-0.23002759208849113	0.0	-0.1898444708449542	-0.23768124369546506	-0.1708138621956905	0.4677613879754834	-0.17537769304805836	-0.25295425100483215	-0.21553920090074916	-0.28503270194505276	-0.18824485681915384	0.0	0.0	0.0	-0.13772432497457765	-0.21981839430131517	0.0	0.0	0.0
