	L. iners	L. crispatus	Gardnerella	L. jensenii	L. gasseri	Atopobium	BVAB1	Sneathia	Megasphaera	Streptococcus	Prevotella	Fastidiosipila	Anaerococcus	Peptoniphilus	Corynebacterium	Finegoldia	Bifidobacterium	Aerococcus	BVAB	Parvimonas	Staphylococcus	Dialister	Senegalimassilia	Enterococcus	Lactobacillus	Mobiluncus	Gemella	Peptostreptococcus	Escherichia.Shigella	Porphyromonas	Veillonella	Limosilactobacillus	Ezakiella	Ureaplasma	Eukaryota	Moryella	Mycoplasma	Actinomyces	Haemophilus	Varibaculum	Rikenellaceae	Campylobacter	Fusobacterium	Howardella	Peptococcus	Bacteroidales	Bacteroides	Facklamia	Olsenella	Arcanobacterium	Lawsonella	NA	Halomonas	Murdochiella	Bulleidia	Micrococcus	Propionibacterium	Roseburia	Micrococcales	Acinetobacter	Ruminococcaceae	Stenotrophomonas	Lachnospiraceae	Family	Granulicatella	Slackia	Sutterella	Bacillus	Delftia	Sphingomonas
Prevotella	-0.14984525478601182	-0.3509494364437457	0.5147937529410136	-0.3717749572203439	-0.292859892280682	0.6580959460325739	0.3238206990359227	0.6423203292649391	0.6432683881374157	-0.13373218569653345	0.0	0.6451766445433798	0.4235731235404999	0.6282620275762073	-0.17783908328264758	0.0	-0.10714521464367438	0.41852358218635455	0.2268018128249144	0.6569203876876808	-0.2814978943446912	0.7716791236462086	0.7113334104474143	-0.31018066232542624	-0.4568870647389655	0.34943489583136944	0.44113871120790127	0.17847375634568174	-0.25968482522292097	0.29139698067768804	-0.0	-0.4249087384162907	-0.0	-0.2798917637910815	-0.24887559039559748	0.0	0.20308650390522834	-0.0	-0.2939217701524707	-0.16970710255730273	0.13097496910893303	-0.0	-0.14628123281914285	0.0	-0.0	-0.0	-0.3069788160719388	-0.2841721813797916	-0.21838574748484266	0.188878473327506	-0.19181821019641834	-0.2753894080270967	-0.3480883018301546	-0.23132034438520366	0.11143047276259954	-0.3329151421562109	-0.32777400552144154	-0.24146525850637426	0.20375841755708834	-0.30599371785953317	-0.25683433240874065	-0.34810321173287306	-0.2354398841791904	-0.23352036959290387	-0.30321177389820436	-0.16355092645615998	-0.14408803649297236	-0.35458193631345747	-0.3243172276316586	-0.3449724471159118
Fastidiosipila	-0.1474871968107585	-0.3204919995285873	0.47214952388282794	-0.35834524274366353	-0.3048567029473773	0.6321275582559522	0.4184397911082952	0.6985211545639045	0.6721499862508782	-0.24276631638310892	0.6451766445433798	0.0	0.19725025065952606	0.47708187687256676	-0.2571360530667306	-0.21235852630307597	-0.18963308719218336	0.3576273414724369	0.32794923488788735	0.7486987063484445	-0.321460979396583	0.5976073477965979	0.721541433910666	-0.2740565222517011	-0.4098722022867261	0.4546796515069372	0.4442747593246895	0.0	-0.23998360638176897	0.2909104336201742	-0.13119010388330837	-0.38311452605947816	-0.0	-0.2992831848193158	-0.27023685649024454	0.14158039473558737	0.2618254610587538	-0.19092851357881457	-0.26289292383556917	-0.19298087751517867	0.2631013551373449	-0.10938414686602232	-0.1289569449916219	0.0	-0.0	0.0	-0.2533990336342914	-0.2295387889632939	-0.20444109948336184	0.3327306197484565	-0.18882398796063574	-0.25821828579917583	-0.254038172244088	-0.19664361694736315	0.28325431020945474	-0.22952689353838274	-0.26908521987557416	-0.148580190989492	0.3456559436911937	-0.22702395672020365	-0.1734340450090417	-0.24380494280101206	-0.1533613782792837	-0.17209146339294085	-0.2162406471578613	-0.1349079004623519	-0.1368155507182785	-0.24083652522705948	-0.22676974115185594	-0.24059185492841428
Anaerococcus	-0.17335819921323362	-0.16371560440381794	0.10045469861185125	-0.1490588886299236	-0.11897807414622949	0.19425656344899417	-0.14806777326206122	0.21229027982120086	0.0	0.15154986752798064	0.4235731235404999	0.19725025065952606	0.0	0.5526639842619222	0.14113768449838593	0.4017258584029675	0.0	0.0	-0.11116412862179378	0.20642463995960764	-0.0	0.35899814482476355	0.2022572649911712	-0.18175714778946664	-0.21449779439493483	0.0	0.14720621275096207	0.31008566700172613	-0.13818375121316956	0.2570747310329574	0.12238941048458599	-0.22059938839317478	0.20179384303637077	-0.12823606725951636	-0.0	0.0	-0.0	0.11258533355137967	-0.16766347721708186	0.0	-0.0	0.0	-0.0	0.17558712675634175	-0.0	-0.0	-0.19109430857439968	-0.0	-0.0	-0.0	-0.0	-0.10372099673586116	-0.22842234596921224	-0.0	-0.0	-0.2622302892185659	-0.18355269530457907	-0.15843095774553315	-0.12360683894767308	-0.2513176556743446	-0.15789611089929445	-0.27730540291608563	-0.16339774890396894	-0.1032448404359638	-0.1990460928152192	-0.0	-0.0	-0.25903239743958717	-0.2633493363721282	-0.27733739306747396
Peptoniphilus	-0.21401559532829714	-0.28441344464041507	0.23840121117603422	-0.29054013205527784	-0.252516893867606	0.3825186671948847	0.13611613969797792	0.4099121711019381	0.32900682098783807	-0.0	0.6282620275762073	0.47708187687256676	0.5526639842619222	0.0	-0.0	0.22340248173677674	-0.11440049110284654	0.18580877690447606	0.0	0.4792070676136142	-0.2172668113260191	0.5667984467980156	0.4406769710448133	-0.2984868943303449	-0.36723232692263397	0.32798990590787014	0.2924444608580414	0.2305518352341782	-0.25721385509593103	0.3844279461442711	-0.0	-0.360691678014446	0.13072033335617006	-0.2761999290190995	-0.22032463710128136	0.0	0.1045626583969462	-0.0	-0.29379952073115667	-0.0	0.0	0.0	-0.12383569707338696	0.10324237078326975	-0.0	-0.0	-0.2997405775886083	-0.22131124392231377	-0.18200635524160624	0.11995193831932133	-0.0	-0.25005959786281384	-0.3302398140291194	-0.14788534998289798	0.0	-0.36013735011847836	-0.29745999860149114	-0.24453229759365924	0.0	-0.34687713230266076	-0.2272812150673223	-0.37471287976388723	-0.2438212324297128	-0.18656313321670448	-0.31943235607725257	-0.15602635331392695	-0.14329228067076102	-0.3766501084359167	-0.3667299111323511	-0.3759246704180216
Corynebacterium	0.0	0.16171671912929864	-0.2639978577674935	0.1744633450242516	0.15491120622886573	-0.3073539965449339	-0.2712795729770943	-0.2724451961983428	-0.3194393298874363	0.27659500589742125	-0.17783908328264758	-0.2571360530667306	0.14113768449838593	-0.0	0.0	0.42772484411239076	0.0	-0.20899780306944551	-0.20104523790052523	-0.29942825887806934	0.426085686427049	-0.1914291096226271	-0.24951046172772012	0.16644656670788105	0.18623312771875367	-0.2297428984765185	-0.20991795641354383	-0.0	0.1639011259091499	-0.0	0.10887683058930106	0.14636811856472345	0.20316516310507293	0.18884005061610024	0.2287267410379606	-0.10880307610086865	-0.2026406989650838	0.1826726340303714	0.140743904883283	0.20812815201963436	-0.16151765232251095	0.16364216215423766	0.0	0.0	-0.0	-0.11275732932207355	0.13719937326984977	0.2762290851557704	0.0	-0.20291347674676305	0.14628386037699437	0.19207489147065407	0.0	0.1297730094896078	-0.17313321397868947	0.0	0.195110555783937	0.0	-0.20375474839826657	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
Finegoldia	-0.0	0.10253246797625637	-0.24801814826249405	0.13317687565365044	0.1268029460957582	-0.21917824821923862	-0.3393754493445006	-0.2395497392433669	-0.28001650728737376	0.29446444265937466	0.0	-0.21235852630307597	0.4017258584029675	0.22340248173677674	0.42772484411239076	0.0	0.0	-0.1761801889191006	-0.24934948609147672	-0.24365092939481414	0.26033709748630685	-0.0	-0.1830370575350147	0.0	0.12464444568060372	-0.18503837007401475	-0.18390388280912068	0.16143950696999865	0.0	0.0	0.14810299692086587	0.0	0.32125149810029074	0.12317752951881805	0.16639477883231302	-0.0	-0.21358756335546672	0.2156293664585401	0.0	0.21024960419425204	-0.1758615537352915	0.21712724510908427	0.0	0.13729844628784815	0.0	-0.0	0.0	0.15078498770158794	0.0	-0.22079584045558354	0.1532176171325143	0.1425650602862173	0.0	0.13761034716396398	-0.20527782021391022	-0.0	0.0	-0.0	-0.26565494509707144	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.11100378895761834	-0.0
Bifidobacterium	-0.0	0.0	-0.16555257439788518	0.10101834150654371	0.21790113275086428	-0.12833289640565448	-0.18363617564096507	-0.1656015215031446	-0.18562318789347654	0.1742306831172855	-0.10714521464367438	-0.18963308719218336	0.0	-0.11440049110284654	0.0	0.0	0.0	-0.11312639961969989	-0.1489647711333023	-0.18087545981863634	0.12296191808772311	-0.0	-0.0	0.12743902673986265	0.14576304012782615	-0.19214615126678464	-0.12240688702234437	-0.0	0.11980914440713158	-0.0	0.0	0.12013892085309466	-0.0	0.0	0.13223034758266852	-0.0	-0.0	0.1793089886507892	0.0	0.0	-0.1601833575244408	0.0	0.0	0.13515316558615828	-0.0	-0.0	0.1267014199004324	0.0	0.10822709328288249	-0.1442003600580431	0.10908973273356676	0.12001594252535022	0.10845434187674766	0.0	-0.0	0.0	0.10830721725046553	0.0	-0.16267891500374143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10055546560929439	0.0
Aerococcus	0.1034837808768991	-0.285515899668363	0.5809046893548317	-0.2531943780143271	-0.2282373231019749	0.5290652740510127	0.23668149640941571	0.43547762577804927	0.4517414663068965	-0.10300158562295464	0.41852358218635455	0.3576273414724369	0.0	0.18580877690447606	-0.20899780306944551	-0.1761801889191006	-0.11312639961969989	0.0	0.16062105563436008	0.4313047689486067	-0.1860984476050983	0.460137405657648	0.509478922374308	-0.21988015850233533	-0.31193002304867057	0.0	0.4393547786487297	-0.0	-0.16660087813952612	-0.0	0.0	-0.31810889881709337	-0.19624985872170347	-0.0	-0.15903472129169333	-0.1506816493244978	0.21024330967007404	-0.0	-0.15227442876367211	-0.2231365086215147	0.0	-0.21395810678741714	-0.17912894897336631	-0.0	-0.1935760231748311	-0.1265763076779703	-0.22529879304038233	-0.2057166876898025	-0.22565890319223536	0.0	-0.21278607442084763	-0.18702667260408193	-0.2139123207237903	-0.22435881916090167	0.0	-0.19108124145368335	-0.24562863833580095	-0.18805369517093654	0.1599460916607519	-0.1637778990476279	-0.18596887533808815	-0.18867294319668845	-0.21331596669028466	-0.21921430241834683	-0.15013452662023327	-0.14421529987829285	-0.16734273170286132	-0.18345227360595062	-0.1563281402753639	-0.1859483716050091
BVAB	0.0	-0.12444245070551015	0.1906032174056269	-0.1787259389312275	-0.14653806853510762	0.26949096790924265	0.4120904497551907	0.30248034005117547	0.36847917276167264	-0.17352437722156927	0.2268018128249144	0.32794923488788735	-0.11116412862179378	0.0	-0.20104523790052523	-0.24934948609147672	-0.1489647711333023	0.16062105563436008	0.0	0.32918037251323273	-0.2085963486213786	0.20123799722050106	0.3499246979390769	-0.12393207679171078	-0.18248102452205717	0.2218072010023216	0.1733207124487058	-0.11925519521583874	-0.1442489020523262	-0.0	-0.12970476898835614	-0.16570898656719352	-0.1446204517834575	-0.13441050680817385	-0.18232834815065763	0.0	0.11192344790089705	-0.20991425980262948	-0.1257559587092733	-0.15911435706481508	0.19261334333854938	-0.10353642061760139	-0.10406834603371798	-0.11285379635736442	-0.0	-0.0	-0.1229364550330789	-0.14993146955319372	-0.12134382908285116	0.20121414378665742	-0.16022309836559415	-0.1655896192431935	-0.0	-0.15464949314637205	0.15747363411176643	-0.0	-0.13015589484173393	-0.0	0.24678913386326756	-0.0	-0.0	-0.0	-0.0	-0.13548864625815898	-0.10844336846693438	-0.11249552188923205	-0.12968478782063309	-0.0	-0.0	-0.0
Parvimonas	-0.0	-0.32088180410639244	0.5154380898920128	-0.3421895798277889	-0.3073796138424064	0.6533141117369039	0.43234258895902034	0.7351108562797546	0.6741354866286178	-0.22623734408873997	0.6569203876876808	0.7486987063484445	0.20642463995960764	0.4792070676136142	-0.29942825887806934	-0.24365092939481414	-0.18087545981863634	0.4313047689486067	0.32918037251323273	0.0	-0.3121659805575848	0.6080157508112403	0.7578224505496742	-0.2650653925363148	-0.40203209033020104	0.4098578685274571	0.5318638841727007	0.11365420713166458	-0.24947951167354546	0.2342025017530851	-0.0	-0.37621795627522514	-0.13472653932260967	-0.28100567653149017	-0.25787421641236574	0.0	0.30118603943040256	-0.17738731231172888	-0.22432483190261776	-0.24445921895539785	0.26240996444301967	-0.16375422165898298	-0.12163087806805825	0.0	-0.0	0.0	-0.2690076266521225	-0.2644858477100249	-0.2197830772192565	0.3138245464178958	-0.20205483358470078	-0.25134298727131826	-0.25121061574428893	-0.22569171948081895	0.30226414843622196	-0.22556098450651124	-0.2802926913272399	-0.15890900793527493	0.35654355192061904	-0.22935921440668608	-0.19082911695862864	-0.24799660245250454	-0.1685870138324224	-0.18865393964468585	-0.18640577147410348	-0.12244812327479966	-0.12181319510767366	-0.2357645793013281	-0.20155755627639932	-0.22492336800243823
Staphylococcus	0.12067591675130944	0.19079780801607735	-0.25740362327733846	0.22200056372422425	0.18688643082609363	-0.33372411177896844	-0.24628230488740294	-0.28796558412816053	-0.32836711345296343	0.3280572057164607	-0.2814978943446912	-0.321460979396583	-0.0	-0.2172668113260191	0.426085686427049	0.26033709748630685	0.12296191808772311	-0.1860984476050983	-0.2085963486213786	-0.3121659805575848	0.0	-0.26631519815359633	-0.2477798404395521	0.2582060284597748	0.2552199299728257	-0.2757416519904806	-0.188720661112649	-0.0	0.2650003752123763	-0.17769782148820515	0.13550472567098254	0.18384188070825558	0.0	0.2531717118455064	0.234205376290434	-0.12506405309421875	-0.16238430556986966	0.1498221031824385	0.20198271219974492	0.12745926575536262	-0.14752477385448076	0.0	0.0	-0.0	-0.0	-0.0	0.1446054141699794	0.17878691104466105	0.0	-0.1844009451536484	0.14725937433420883	0.22956487102035322	0.1479571394026335	0.1154467323971794	-0.16587320984557063	0.13089211186660715	0.22220438009098575	0.0	-0.18192873188333153	0.11737795131845423	0.0	0.11682351461104795	0.0	0.0	0.16006831170310687	0.0	0.0	0.13003272687014428	0.0	0.11150208682374822
Dialister	-0.1570930722094515	-0.362878214835592	0.5089457911913748	-0.3713071272084332	-0.26211010450816297	0.6513811132278061	0.30244339273811827	0.6007246459256226	0.5958888454521005	-0.1277680939095481	0.7716791236462086	0.5976073477965979	0.35899814482476355	0.5667984467980156	-0.1914291096226271	-0.0	-0.0	0.460137405657648	0.20123799722050106	0.6080157508112403	-0.26631519815359633	0.0	0.6872132974182121	-0.3121713861970088	-0.4476189517840431	0.31469869254005156	0.4308365593938689	0.1372793149874771	-0.25345269498759204	0.24743491929695066	-0.0	-0.40949592712674543	-0.0	-0.30276396000977546	-0.29575771597754014	0.0	0.21623181662862268	-0.0	-0.3012384344122083	-0.16931894781132484	0.1258784212639512	-0.0	-0.1607716134055309	0.0	-0.0	-0.0	-0.31222217779551553	-0.28447172490311523	-0.21477373012776121	0.15866770125388657	-0.1784110286444876	-0.3201280311212518	-0.33531011884368955	-0.23123185252957218	0.0	-0.34250751119904993	-0.3359411107736381	-0.2528608317658693	0.19905072159192438	-0.31168945022424493	-0.2506762870262874	-0.3279394701279282	-0.24536059885666622	-0.23263311729140182	-0.30306620826542596	-0.17375573855755075	-0.15024080238538576	-0.3378887499125976	-0.320982359476118	-0.32915310764268935
Senegalimassilia	-0.0	-0.27923927731240106	0.5849876694883243	-0.30280498257751387	-0.2601034094703928	0.7199821013739502	0.45996159505435	0.7236326987933126	0.7434995025798867	-0.18063938172315752	0.7113334104474143	0.721541433910666	0.2022572649911712	0.4406769710448133	-0.24951046172772012	-0.1830370575350147	-0.0	0.509478922374308	0.3499246979390769	0.7578224505496742	-0.2477798404395521	0.6872132974182121	0.0	-0.19401718958538566	-0.36519973891618396	0.40714089762762046	0.5511571764374088	0.12049298908825817	-0.18131009984665875	0.2407320187778456	0.0	-0.3320030618146016	-0.0	-0.22003776622559723	-0.21597053012645728	0.12804330404196063	0.33091124080704126	-0.10330887448756809	-0.1799239621328954	-0.15807822808577565	0.27269103311214204	-0.0	-0.0	0.0	0.0	0.0	-0.19132974641439743	-0.19610223891957845	-0.14235982734982297	0.3440184657175074	-0.15062891090756664	-0.20993674427136974	-0.1767430516901965	-0.151865129905086	0.2756037535189592	-0.14810185776082954	-0.21572418144277472	-0.0	0.39677385050147435	-0.13124038501664043	-0.11400701134909182	-0.14842999945377708	-0.0	-0.11626212502652747	-0.11895160277932039	-0.0	-0.0	-0.14836815051998115	-0.12891167126974998	-0.13718524316174696
Enterococcus	0.0	0.16120271797007002	-0.256672093512688	0.1803826784037059	0.17029433854704779	-0.2893252941029165	-0.16149675533331334	-0.25534030426334775	-0.2618595892442803	0.16470454002730495	-0.31018066232542624	-0.2740565222517011	-0.18175714778946664	-0.2984868943303449	0.16644656670788105	0.0	0.12743902673986265	-0.21988015850233533	-0.12393207679171078	-0.2650653925363148	0.2582060284597748	-0.3121713861970088	-0.19401718958538566	0.0	0.2241737916857744	-0.22904444288012166	-0.2261879074579215	-0.12042774091625227	0.2642889300662922	-0.21232448502253015	0.0	0.2019630034478977	-0.0	0.15719073891500795	0.15952902335521074	-0.0	-0.12768689130235863	0.0	0.20921565710406737	0.11486234078775508	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.1941816727221478	0.17143166495251028	0.11143272159652279	-0.10793467176783678	0.11752741292015056	0.17189106945978636	0.23311671788941496	0.11278336618917437	-0.0	0.19828613238904474	0.20325142679517894	0.12779485498042217	-0.11783521828647164	0.18921236492555377	0.11995579289711802	0.2187888580142771	0.11804731136568744	0.1037852246833977	0.19676663948369705	0.0	0.0	0.2158573400084481	0.19675919077289894	0.21867764346525642
Lactobacillus	0.0	0.6099538495907483	-0.3950899405167717	0.4585161457060707	0.3131521269838971	-0.44906246647662995	-0.2398482379916187	-0.4176050652908977	-0.41421628414730594	0.0	-0.4568870647389655	-0.4098722022867261	-0.21449779439493483	-0.36723232692263397	0.18623312771875367	0.12464444568060372	0.14576304012782615	-0.31193002304867057	-0.18248102452205717	-0.40203209033020104	0.2552199299728257	-0.4476189517840431	-0.36519973891618396	0.2241737916857744	0.0	-0.27214891105049543	-0.34326871851371765	-0.14569182486201593	0.20603556863168557	-0.20139818168868712	0.0	0.48399357025943346	0.0	0.28775038766750904	0.28001533289727354	-0.0	-0.1705809106910543	0.12109340224833619	0.2232246675237671	0.16525767244070944	-0.12419250351525672	0.10690433952118905	0.0	-0.0	0.0	-0.0	0.25418169452217876	0.23105367948687194	0.17056486878567487	-0.1476896429342856	0.17405257032288668	0.2850325770514418	0.23855697183061692	0.19244538903430553	-0.1200946788726879	0.2257285192846299	0.2759854227890718	0.17498653000810854	-0.1543478077461101	0.1791957989609007	0.18133921403319916	0.20870437219201504	0.15765861161250838	0.1642930865572419	0.18792845121620427	0.13216642599185674	0.12476585952301752	0.2346088319564199	0.19178576237444322	0.2168578226054283
