	L. iners	L. crispatus	Gardnerella	L. jensenii	L. gasseri	Atopobium	BVAB1	Sneathia	Megasphaera	Streptococcus	Prevotella	Fastidiosipila	Anaerococcus	Peptoniphilus	Corynebacterium	Finegoldia	Bifidobacterium	Aerococcus	BVAB	Parvimonas	Staphylococcus	Dialister	Senegalimassilia	Enterococcus	Lactobacillus	Mobiluncus	Gemella	Peptostreptococcus	Escherichia.Shigella	Porphyromonas	Veillonella	Limosilactobacillus	Ezakiella	Ureaplasma	Eukaryota	Moryella	Mycoplasma	Actinomyces	Haemophilus	Varibaculum	Rikenellaceae	Campylobacter	Fusobacterium	Howardella	Peptococcus	Bacteroidales	Bacteroides	Facklamia	Olsenella	Arcanobacterium	Lawsonella	NA	Halomonas	Murdochiella	Bulleidia	Micrococcus	Propionibacterium	Roseburia	Micrococcales	Acinetobacter	Ruminococcaceae	Stenotrophomonas	Lachnospiraceae	Family	Granulicatella	Slackia	Sutterella	Bacillus	Delftia	Sphingomonas
Actinomyces	-0.0	0.0	-0.15944664965898087	0.1256142876800997	0.14254350798624438	-0.1603375571563136	-0.2464456598584039	-0.18827228937187585	-0.2824473588760244	0.20119437258623787	-0.0	-0.19092851357881457	0.11258533355137967	-0.0	0.1826726340303714	0.2156293664585401	0.1793089886507892	-0.0	-0.20991425980262948	-0.17738731231172888	0.1498221031824385	-0.0	-0.10330887448756809	0.0	0.12109340224833619	-0.19277673741912393	-0.10467271881951991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10088831236141285	-0.0	-0.0	0.0	0.0	0.1507815923398937	-0.17753364489646717	0.0	0.0	0.1116571749082826	0.0	0.0	0.0	0.12386774641518253	0.0	-0.17457346362713716	0.0	0.0	0.0	0.0	-0.17144336278883265	0.0	0.0	0.0	-0.18301636685234624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haemophilus	0.0	0.15369854976296535	-0.21920178408284327	0.19320714098951636	0.16324364361673085	-0.2557281226300283	-0.1800140845210867	-0.22725704761780396	-0.26282884802065903	0.2092187357943921	-0.2939217701524707	-0.26289292383556917	-0.16766347721708186	-0.29379952073115667	0.140743904883283	0.0	0.0	-0.15227442876367211	-0.1257559587092733	-0.22432483190261776	0.20198271219974492	-0.3012384344122083	-0.1799239621328954	0.20921565710406737	0.2232246675237671	-0.2326608417761338	-0.12547021842198988	-0.0	0.19572392389669718	-0.22085160697967005	0.12556397764755364	0.194842879415505	-0.0	0.19373469927340692	0.14583237047573563	-0.0	-0.10060946608488346	0.0	0.0	0.0	-0.11015576373838679	0.0	0.11712166043900164	-0.0	-0.0	-0.0	0.1494861505394473	0.13649834018190898	0.10130807279172613	-0.1078382279870392	0.0	0.16775370222396083	0.19909842436301053	0.0	-0.0	0.17360884466565812	0.18368307512738427	0.0	-0.10161892854979812	0.161570994427718	0.0	0.16874406312581772	0.0	0.0	0.2186359583258678	0.0	0.0	0.18967003586046427	0.1649680841192418	0.16514277680657152
Varibaculum	-0.0	0.15523947532151464	-0.280946210891328	0.1355764135975402	0.15135696266704593	-0.26017398590348095	-0.23324284647126223	-0.2510649126336137	-0.25622408390834417	0.0	-0.16970710255730273	-0.19298087751517867	0.0	-0.0	0.20812815201963436	0.21024960419425204	0.0	-0.2231365086215147	-0.15911435706481508	-0.24445921895539785	0.12745926575536262	-0.16931894781132484	-0.15807822808577565	0.11486234078775508	0.16525767244070944	-0.12412158971842116	-0.27800034646256777	-0.0	0.10586474827563086	0.0	-0.0	0.15547611617379725	0.21937862747890347	0.0	0.15052529479681243	-0.0	-0.16001900624461168	0.1507815923398937	0.0	0.0	-0.14036106759760264	0.2133416783755531	0.0	0.0	0.0	-0.0	0.14040531260703004	0.20374211783024393	0.1726141738382988	-0.13465495597991192	0.21060328504780174	0.13939967135604542	0.12817572382612794	0.18427967514474547	-0.1495342132270501	0.0	0.15877263338232414	0.0	-0.19281898960577631	0.0	0.12015131266162954	0.0	0.0	0.1577617019640306	0.0	0.11468363999218603	0.0	0.0	0.0	0.0
Rikenellaceae	-0.0	-0.0	0.0	-0.10937663425984567	-0.10407426428553362	0.10992424963222189	0.256582821276514	0.20340560090706822	0.20350562478792572	-0.16100659869738282	0.13097496910893303	0.2631013551373449	-0.0	0.0	-0.16151765232251095	-0.1758615537352915	-0.1601833575244408	0.0	0.19261334333854938	0.26240996444301967	-0.14752477385448076	0.1258784212639512	0.27269103311214204	-0.0	-0.12419250351525672	0.29883592521456237	0.13793479441559586	-0.0	-0.11568797882375188	0.12459066498584113	-0.14702081605980177	-0.10028786015412551	-0.0	-0.15569190320720352	-0.16210112883941094	0.13380846631939097	0.19954597087987297	-0.17753364489646717	-0.11015576373838679	-0.14036106759760264	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.10672141719541138	-0.12216326374496209	-0.0	0.19296612830434756	-0.0	-0.1337734080420916	-0.0	-0.0	0.2093867864868177	-0.0	-0.12579817917752437	-0.0	0.18218254880927415	-0.10187303355535282	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Campylobacter	-0.0	0.0	-0.23363300564489486	0.0	0.0	-0.19449442601591685	-0.1855465455551995	-0.16903853455949386	-0.1740185518945645	0.0	-0.0	-0.10938414686602232	0.0	0.0	0.16364216215423766	0.21712724510908427	0.0	-0.21395810678741714	-0.10353642061760139	-0.16375422165898298	0.0	-0.0	-0.0	0.0	0.10690433952118905	-0.0	-0.22905049912503736	-0.0	0.0	0.13725426525049214	-0.0	0.0	0.27566484195813773	0.0	0.0	0.0	-0.13908109801292562	0.0	0.0	0.2133416783755531	-0.0	0.0	0.14153039635761344	0.0	0.1042521326689912	0.0	0.10000093242746053	0.15425985387607138	0.0	-0.1312556669938644	0.15932149345087182	0.0	0.0	0.12346303131530434	-0.11927119161055286	0.0	0.0	0.0	-0.16184198841621233	0.0	0.10382124537618095	0.0	0.0	0.14121190933418692	0.0	0.0	0.0	0.0	0.0	0.0
Fusobacterium	-0.0	0.0	-0.17439087721432142	0.0	0.0	-0.16916727912474172	-0.15369880096296035	-0.11251728704184732	-0.1551552984321591	0.10117973182876702	-0.14628123281914285	-0.1289569449916219	-0.0	-0.12383569707338696	0.0	0.0	0.0	-0.17912894897336631	-0.10406834603371798	-0.12163087806805825	0.0	-0.1607716134055309	-0.0	0.0	0.0	-0.11471240928442493	-0.14001252860136232	0.1280346391513848	0.0	-0.0	0.0	0.0	0.10865468755815204	0.0	0.0	0.0	-0.0	0.0	0.11712166043900164	0.0	-0.0	0.14153039635761344	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.10996565152954516	0.0	0.0	0.11149934327166128	0.0	-0.0	0.0	0.0	0.0	-0.10451553311839996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1135808996152307	0.0	0.0	0.0
Howardella	-0.11284793510809606	-0.0	-0.0	0.0	0.0	0.0	-0.14213142538570542	-0.0	-0.0	0.11041495241550733	0.0	0.0	0.17558712675634175	0.10324237078326975	0.0	0.13729844628784815	0.13515316558615828	-0.0	-0.11285379635736442	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.20400012296793274	-0.0	0.10924579884638398	0.0	-0.0	0.0	-0.10822540814128426	-0.0	0.0	-0.0	0.1116571749082826	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.10650860611122358	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0
Peptococcus	-0.0	0.0	-0.14709064238339153	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.1935760231748311	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.1732923382051853	0.15300702868197444	-0.0	0.17170405892303453	-0.0	0.0	0.19357118005455193	-0.0	-0.0	0.21668160065622183	-0.1011846976460617	0.0	-0.0	0.0	0.0	0.1042521326689912	0.0	0.0	0.0	0.19304081090984782	0.0	0.0	0.14618587101800498	-0.0	0.0	-0.0	0.0	0.13513905161289813	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.12521919961724873	0.1712568717300213	0.0	0.11207566072461086	0.0	0.0	0.0	0.0
Bacteroidales	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.11275732932207355	-0.0	-0.0	-0.1265763076779703	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.10992799915755729	-0.0	0.18302746551367594	-0.0	0.23620074279343084	-0.0	-0.0	0.0	-0.0	-0.10280123568361269	0.2287241360775804	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.19304081090984782	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.11828734267538077	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0
Bacteroides	0.0	0.19621123945417884	-0.2783610225797548	0.2045385157035361	0.17900854654120724	-0.3004903538409477	-0.19073556636325473	-0.27826689739685573	-0.25891802978607814	0.0	-0.3069788160719388	-0.2533990336342914	-0.19109430857439968	-0.2997405775886083	0.13719937326984977	0.0	0.1267014199004324	-0.22529879304038233	-0.1229364550330789	-0.2690076266521225	0.1446054141699794	-0.31222217779551553	-0.19132974641439743	0.1941816727221478	0.25418169452217876	-0.20659632655648794	-0.2772842078625445	-0.12059623672546063	0.17351141722606878	-0.1618379892234721	0.0	0.24350674376594933	0.0	0.15318509730640006	0.1294895792941561	-0.0	-0.15337264461866512	0.0	0.1494861505394473	0.14040531260703004	-0.10672141719541138	0.10000093242746053	0.0	-0.0	0.0	-0.0	0.0	0.20286455151013824	0.14598629360224097	-0.11093113425489265	0.13277033500983604	0.15074467302057898	0.22113174110368233	0.15390892201857426	-0.0	0.20656217942492316	0.20661392699289144	0.23117892961878195	-0.1258129394712964	0.16560895330941605	0.22021501867062032	0.1913021562740943	0.22748145259956212	0.16098609911220368	0.16107137120492326	0.0	0.12912017084052432	0.21605656038471638	0.18858197709722296	0.20528744334802818
Facklamia	0.0	0.17317004178008172	-0.2843039174007421	0.18279425152378775	0.1776652784942998	-0.2832878971949837	-0.21719345825430114	-0.2668966429142745	-0.2711978789106242	0.0	-0.2841721813797916	-0.2295387889632939	-0.0	-0.22131124392231377	0.2762290851557704	0.15078498770158794	0.0	-0.2057166876898025	-0.14993146955319372	-0.2644858477100249	0.17878691104466105	-0.28447172490311523	-0.19610223891957845	0.17143166495251028	0.23105367948687194	-0.21948492001371006	-0.2569029869468309	-0.0	0.1385147355411977	-0.11358804434254036	0.0	0.19737329556861472	0.14130281580348197	0.16166906138760506	0.13410892994662948	-0.0	-0.15618240461738764	0.12386774641518253	0.13649834018190898	0.20374211783024393	-0.12216326374496209	0.15425985387607138	0.0	-0.0	0.0	-0.0	0.20286455151013824	0.0	0.14571796124686692	-0.13763317490278035	0.15040657358376514	0.15007876049708643	0.1872010962361642	0.18235865675739404	-0.11011729779627571	0.17529507206880443	0.21206403167441384	0.11810035963068567	-0.14671318311342615	0.12407177961471613	0.1607345283332437	0.1403061259170719	0.11617243480064376	0.1583118546596984	0.11969813723636419	0.0	0.0	0.14747808269446433	0.12472472665604936	0.15448718160976596
Olsenella	0.0	0.12703103656035367	-0.2663014189948528	0.14921785997579423	0.13101530124414612	-0.2531547167332655	-0.19089593194447865	-0.2389305937487015	-0.23064714687680593	0.0	-0.21838574748484266	-0.20444109948336184	-0.0	-0.18200635524160624	0.0	0.0	0.10822709328288249	-0.22565890319223536	-0.12134382908285116	-0.2197830772192565	0.0	-0.21477373012776121	-0.14235982734982297	0.11143272159652279	0.17056486878567487	-0.1253221285773729	-0.26114853721074566	-0.0	0.11201564557370233	-0.0	-0.0	0.1802797977304107	0.13752254471991562	0.0	0.0	0.0	-0.13955863364659116	0.0	0.10130807279172613	0.1726141738382988	-0.0	0.0	0.0	0.0	0.14618587101800498	0.0	0.14598629360224097	0.14571796124686692	0.0	-0.10166622783204218	0.1767800658290703	0.10437344857159447	0.1697442972580982	0.19341197741170552	-0.0	0.1322122554483458	0.13462141549041573	0.1438374955624797	-0.13382160284862912	0.0	0.13676108013955726	0.12790523525653927	0.128638976454586	0.1965297886298305	0.1133600994213397	0.13465539303610902	0.10870813536954944	0.14614957436037776	0.12438036220014795	0.1302096895600412
Arcanobacterium	-0.0	-0.11654442280624203	0.11302916808000593	-0.13044719319321207	-0.1417421768281848	0.1881302306528458	0.19976401368910862	0.2809734164305817	0.2464296472285512	-0.1960381738450686	0.188878473327506	0.3327306197484565	-0.0	0.11995193831932133	-0.20291347674676305	-0.22079584045558354	-0.1442003600580431	0.0	0.20121414378665742	0.3138245464178958	-0.1844009451536484	0.15866770125388657	0.3440184657175074	-0.10793467176783678	-0.1476896429342856	0.196130474481159	0.203075915403985	-0.0	-0.13744233271559125	0.0	-0.1423301286965251	-0.13454221801757432	-0.1227772915429372	-0.16968191063161553	-0.15969033461670123	0.0	0.18724105348945125	-0.17457346362713716	-0.1078382279870392	-0.13465495597991192	0.19296612830434756	-0.1312556669938644	-0.10996565152954516	-0.0	-0.0	0.0	-0.11093113425489265	-0.13763317490278035	-0.10166622783204218	0.0	-0.0	-0.15951535366696126	-0.0	-0.13119572959339393	0.2387514849179602	-0.0	-0.12115268864432394	-0.0	0.27369080960747616	-0.0	-0.0	-0.0	-0.0	-0.10281537429805163	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Lawsonella	0.0	0.12399326362446521	-0.2987758306220629	0.16399023345267455	0.12319763110780574	-0.2721925324030708	-0.22904183058933708	-0.22939327166132278	-0.2627072020044361	0.0	-0.19181821019641834	-0.18882398796063574	-0.0	-0.0	0.14628386037699437	0.1532176171325143	0.10908973273356676	-0.21278607442084763	-0.16022309836559415	-0.20205483358470078	0.14725937433420883	-0.1784110286444876	-0.15062891090756664	0.11752741292015056	0.17405257032288668	-0.11488144469826947	-0.22478985085085323	-0.0	0.12943443308088243	0.0	-0.0	0.14941655090184086	0.17590750297673247	0.10627852398444375	0.15089703455813902	-0.0	-0.10460202458709615	0.0	0.0	0.21060328504780174	-0.0	0.15932149345087182	0.0	0.0	0.0	0.0	0.13277033500983604	0.15040657358376514	0.1767800658290703	-0.0	0.0	0.1470581510489389	0.15967311879758622	0.178347708850975	-0.10814655793326149	0.0	0.17217213107757268	0.0	-0.17785382868371552	0.0	0.0	0.0	0.0	0.15955022460685658	0.0	0.0	0.0	0.10638772824675496	0.0	0.10573427273003407
NA	0.10228349636073786	0.2623102737683539	-0.2305931848401601	0.23960925883972892	0.19858464078598145	-0.3057719248757942	-0.23317226334502061	-0.2586171788073272	-0.29503709212716733	0.0	-0.2753894080270967	-0.25821828579917583	-0.10372099673586116	-0.25005959786281384	0.19207489147065407	0.1425650602862173	0.12001594252535022	-0.18702667260408193	-0.1655896192431935	-0.25134298727131826	0.22956487102035322	-0.3201280311212518	-0.20993674427136974	0.17189106945978636	0.2850325770514418	-0.2182940941642742	-0.23244606532919648	-0.11611409810272869	0.174663818933536	-0.16219109534496148	0.0	0.233894199784342	0.0	0.2701019670256443	0.5447246549761486	-0.1082634594609626	-0.12325988417882736	0.0	0.16775370222396083	0.13939967135604542	-0.1337734080420916	0.0	0.0	-0.0	-0.0	-0.0	0.15074467302057898	0.15007876049708643	0.10437344857159447	-0.15951535366696126	0.1470581510489389	0.0	0.1407187716441617	0.10416467307172483	-0.1020155175577796	0.1487606577473079	0.22491141950785246	0.0	-0.1699620678422406	0.13571212857638623	0.0	0.12196169904565929	0.0	0.0	0.1106638375968297	0.0	0.0	0.14735011023579186	0.12711192573145108	0.13852614563756172
Halomonas	0.0	0.1754632721719337	-0.2863944830030932	0.21070236888611052	0.17329519522245854	-0.29737423825082787	-0.19195316752705385	-0.28402359837246294	-0.2403729102108298	0.0	-0.3480883018301546	-0.254038172244088	-0.22842234596921224	-0.3302398140291194	0.0	0.0	0.10845434187674766	-0.2139123207237903	-0.0	-0.25121061574428893	0.1479571394026335	-0.33531011884368955	-0.1767430516901965	0.23311671788941496	0.23855697183061692	-0.1868376074929184	-0.25262340801516664	-0.11456605073334429	0.1791666622994033	-0.1953513246286317	-0.0	0.24792979572768287	0.0	0.15458675145215237	0.11097176240818543	-0.0	-0.12179981160569484	0.0	0.19909842436301053	0.12817572382612794	-0.0	0.0	0.11149934327166128	-0.0	0.0	0.0	0.22113174110368233	0.1872010962361642	0.1697442972580982	-0.0	0.15967311879758622	0.1407187716441617	0.0	0.15079318989592383	-0.0	0.2426308325840577	0.22334426123209847	0.17816724786093135	-0.0	0.18254115171043653	0.1700290998545519	0.2169358436068426	0.17800530973405304	0.15552870184669476	0.21163353642080823	0.10510934950873102	0.10760815862835449	0.2426360851599958	0.20544136622431303	0.23362199375086615
Murdochiella	0.0	0.1574949829566361	-0.2821713413362791	0.16235673858858723	0.1293126354814877	-0.2537122349936667	-0.19127423457517745	-0.24537214627264797	-0.26156869928183646	0.0	-0.23132034438520366	-0.19664361694736315	-0.0	-0.14788534998289798	0.1297730094896078	0.13761034716396398	0.0	-0.22435881916090167	-0.15464949314637205	-0.22569171948081895	0.1154467323971794	-0.23123185252957218	-0.151865129905086	0.11278336618917437	0.19244538903430553	-0.12066892926691072	-0.2544150073795016	-0.0	0.10188718221486562	0.0	-0.0	0.1786933136263158	0.2483894875783791	0.0	0.101518178540031	0.0	-0.15469241301432657	0.0	0.0	0.18427967514474547	-0.0	0.12346303131530434	0.0	0.0	0.13513905161289813	0.0	0.15390892201857426	0.18235865675739404	0.19341197741170552	-0.13119572959339393	0.178347708850975	0.10416467307172483	0.15079318989592383	0.0	-0.10584336856062315	0.11121654903786232	0.1378537407578624	0.10842836017292595	-0.15365731941533864	0.0	0.1531440944125223	0.10888391501296413	0.1241064678992709	0.22028160271873287	0.0	0.1270530403361395	0.0	0.12123515258374648	0.0	0.11258831721423455
Bulleidia	-0.0	-0.0	0.0	-0.0	-0.11272905850971895	0.14367461267565618	0.1751791819699498	0.22547668875834415	0.19239982908964387	-0.1711538194296069	0.11143047276259954	0.28325431020945474	-0.0	0.0	-0.17313321397868947	-0.20527782021391022	-0.0	0.0	0.15747363411176643	0.30226414843622196	-0.16587320984557063	0.0	0.2756037535189592	-0.0	-0.1200946788726879	0.17553201310143174	0.14522933338588048	0.0	-0.0	0.0	-0.12061826656266958	-0.0	-0.13904679627827288	-0.13274609311558222	-0.1270309727468797	0.0	0.15652770500876695	-0.17144336278883265	-0.0	-0.1495342132270501	0.2093867864868177	-0.11927119161055286	-0.0	-0.0	-0.0	0.0	-0.0	-0.11011729779627571	-0.0	0.2387514849179602	-0.10814655793326149	-0.1020155175577796	-0.0	-0.10584336856062315	0.0	-0.0	-0.0	-0.0	0.20234558315731532	-0.0	-0.0	-0.0	-0.0	-0.10469506531844577	-0.0	-0.11896484727984175	-0.0	-0.0	-0.0	-0.0
Micrococcus	0.1032842099942177	0.18538260719260186	-0.2288935724309023	0.19132113897051367	0.15575472614550645	-0.25212672593565755	-0.11698093191493295	-0.21372643527471216	-0.22154613741229645	0.0	-0.3329151421562109	-0.22952689353838274	-0.2622302892185659	-0.36013735011847836	0.0	-0.0	0.0	-0.19108124145368335	-0.0	-0.22556098450651124	0.13089211186660715	-0.34250751119904993	-0.14810185776082954	0.19828613238904474	0.2257285192846299	-0.19040864126498772	-0.2336154283438125	-0.13131802110256421	0.16276149272708568	-0.21772641105500604	0.0	0.21331038256410678	-0.0	0.14233203976818548	0.12315808237904219	-0.0	-0.10694542024740744	0.0	0.17360884466565812	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.20656217942492316	0.17529507206880443	0.1322122554483458	-0.0	0.0	0.1487606577473079	0.2426308325840577	0.11121654903786232	-0.0	0.0	0.20333794198763194	0.13597829275040174	-0.0	0.2512863151882593	0.16640163870008842	0.2549199649331393	0.1391636580617686	0.1269746387273249	0.19133657688435896	0.0	0.0	0.2528422746607083	0.23690939615401324	0.24393704192170046
Propionibacterium	0.0	0.2205235815694911	-0.28348600551318914	0.2220530253452022	0.17647304343102066	-0.31177872388709926	-0.18371320644721656	-0.29002829190351387	-0.27765279388202546	0.0	-0.32777400552144154	-0.26908521987557416	-0.18355269530457907	-0.29745999860149114	0.195110555783937	0.0	0.10830721725046553	-0.24562863833580095	-0.13015589484173393	-0.2802926913272399	0.22220438009098575	-0.3359411107736381	-0.21572418144277472	0.20325142679517894	0.2759854227890718	-0.2025756260557784	-0.27843125284752557	-0.13289861130310698	0.17108961287609015	-0.18782700633586236	0.0	0.25396329727244715	0.0	0.18871781682487554	0.21191844867789644	-0.0	-0.15720112961601151	0.0	0.18368307512738427	0.15877263338232414	-0.12579817917752437	0.0	0.0	-0.0	0.0	-0.0	0.20661392699289144	0.21206403167441384	0.13462141549041573	-0.12115268864432394	0.17217213107757268	0.22491141950785246	0.22334426123209847	0.1378537407578624	-0.0	0.20333794198763194	0.0	0.12326747351035758	-0.11762851033468688	0.20599724142942294	0.14053089768331595	0.20716845144374268	0.11912347737797294	0.12644547083401203	0.17082556721305697	0.0	0.0	0.21256387843207125	0.19984410751406664	0.19855494857739797
Roseburia	0.0	0.1348737594695703	-0.2190692849302581	0.1343911172138068	0.0	-0.20111413050440807	-0.0	-0.16479254475511718	-0.16977390863506336	0.0	-0.24146525850637426	-0.148580190989492	-0.15843095774553315	-0.24453229759365924	0.0	-0.0	0.0	-0.18805369517093654	-0.0	-0.15890900793527493	0.0	-0.2528608317658693	-0.0	0.12779485498042217	0.17498653000810854	-0.10214445569529365	-0.2298704403392413	-0.0	0.0	-0.0	-0.0	0.15901210317386572	0.0	0.0	0.0	0.0	-0.1060085084881542	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.23117892961878195	0.11810035963068567	0.1438374955624797	-0.0	0.0	0.0	0.17816724786093135	0.10842836017292595	-0.0	0.13597829275040174	0.12326747351035758	0.0	-0.0	0.10304660952404121	0.1673893217938578	0.13943913158587495	0.1955910826647448	0.13638557530480777	0.12986895021482237	0.10066065690746957	0.12921421409908962	0.15562593713853873	0.1435071445684785	0.14539550413372432
Micrococcales	-0.0	-0.0	0.15537443645330185	-0.13146500897770902	-0.1300166061604246	0.21688979746404125	0.3263211415611384	0.2961015715640949	0.2872704811635949	-0.17354484820056829	0.20375841755708834	0.3456559436911937	-0.12360683894767308	0.0	-0.20375474839826657	-0.26565494509707144	-0.16267891500374143	0.1599460916607519	0.24678913386326756	0.35654355192061904	-0.18192873188333153	0.19905072159192438	0.39677385050147435	-0.11783521828647164	-0.1543478077461101	0.17362937837600695	0.21513859632382554	-0.0	-0.12874978072285626	-0.0	-0.13861536646905465	-0.13041856852183425	-0.19328538213975754	-0.16642699864329052	-0.19889562827048612	-0.0	0.1783897406512508	-0.18301636685234624	-0.10161892854979812	-0.19281898960577631	0.18218254880927415	-0.16184198841621233	-0.10451553311839996	-0.10650860611122358	-0.0	-0.0	-0.1258129394712964	-0.14671318311342615	-0.13382160284862912	0.27369080960747616	-0.17785382868371552	-0.1699620678422406	-0.0	-0.15365731941533864	0.20234558315731532	-0.0	-0.11762851033468688	-0.0	0.0	-0.0	-0.10612998469386842	-0.0	-0.0	-0.14586197725416764	-0.0	-0.10505397115842524	-0.10879877214406927	-0.0	-0.0	-0.0
Acinetobacter	0.16718790799094152	0.16882584597107597	-0.15622904707067592	0.15012063737099446	0.15988274210984443	-0.23770474669448557	-0.0	-0.20189382072477338	-0.20566628215496524	0.0	-0.30599371785953317	-0.22702395672020365	-0.2513176556743446	-0.34687713230266076	0.0	-0.0	0.0	-0.1637778990476279	-0.0	-0.22935921440668608	0.11737795131845423	-0.31168945022424493	-0.13124038501664043	0.18921236492555377	0.1791957989609007	-0.17054174041672857	-0.2147769556194142	-0.12171384386250286	0.14536747029262176	-0.21818140847956285	0.0	0.20238526108649846	-0.0	0.1463461853354178	0.14045575088075313	-0.0	-0.0	0.0	0.161570994427718	0.0	-0.10187303355535282	0.0	0.0	-0.0	-0.0	-0.0	0.16560895330941605	0.12407177961471613	0.0	-0.0	0.0	0.13571212857638623	0.18254115171043653	0.0	-0.0	0.2512863151882593	0.20599724142942294	0.10304660952404121	-0.0	0.0	0.11994672373976115	0.30944532572124284	0.11420534105347967	0.0	0.17659744283198975	0.0	0.0	0.23138700479455943	0.2565956656826651	0.25992652862916177
Ruminococcaceae	0.0	0.14530979409210892	-0.23607488366152252	0.13931369662720627	0.10848512919026687	-0.2262848812850223	-0.12245970557749078	-0.19312247735809246	-0.19024040085233584	0.0	-0.25683433240874065	-0.1734340450090417	-0.15789611089929445	-0.2272812150673223	0.0	0.0	0.0	-0.18596887533808815	-0.0	-0.19082911695862864	0.0	-0.2506762870262874	-0.11400701134909182	0.11995579289711802	0.18133921403319916	-0.1345061139821334	-0.22594477855474351	-0.0	0.10180202069142283	-0.0	-0.0	0.16920661110732232	0.11922857720817218	0.0	0.0	0.0	-0.123559588307323	0.0	0.0	0.12015131266162954	-0.0	0.10382124537618095	0.0	-0.0	0.0	0.0	0.22021501867062032	0.1607345283332437	0.13676108013955726	-0.0	0.0	0.0	0.1700290998545519	0.1531440944125223	-0.0	0.16640163870008842	0.14053089768331595	0.1673893217938578	-0.10612998469386842	0.11994672373976115	0.0	0.12455140796878235	0.19866431369106197	0.17506350147574873	0.12388205591994836	0.0	0.0	0.14977470014040833	0.12014926618889515	0.14542128090745216
Stenotrophomonas	0.1435368482493854	0.19347745767273095	-0.1912346295144531	0.18471979639008226	0.1671020614241019	-0.24157434693297525	-0.0	-0.22749373141658752	-0.22018138438452053	0.0	-0.34810321173287306	-0.24380494280101206	-0.27730540291608563	-0.37471287976388723	0.0	-0.0	0.0	-0.18867294319668845	-0.0	-0.24799660245250454	0.11682351461104795	-0.3279394701279282	-0.14842999945377708	0.2187888580142771	0.20870437219201504	-0.1918821745939368	-0.21910665380492467	-0.13838353657006733	0.15467942747101093	-0.22897913589301955	0.0	0.22628994187174106	-0.0	0.1314773249266356	0.11390460493683771	-0.0	-0.0	0.0	0.16874406312581772	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.1913021562740943	0.1403061259170719	0.12790523525653927	-0.0	0.0	0.12196169904565929	0.2169358436068426	0.10888391501296413	-0.0	0.2549199649331393	0.20716845144374268	0.13943913158587495	-0.0	0.30944532572124284	0.12455140796878235	0.0	0.12982963245134818	0.11475830494001216	0.19501021529881535	0.0	0.0	0.2688568388834163	0.30630258044532044	0.2863951777032536
Lachnospiraceae	0.0	0.1281028747242089	-0.21797701601761915	0.12778307961538488	0.10288371099197119	-0.20785895113121158	-0.12810181596154968	-0.1709115481988272	-0.17500532968235294	0.0	-0.2354398841791904	-0.1533613782792837	-0.16339774890396894	-0.2438212324297128	0.0	-0.0	0.0	-0.21331596669028466	-0.0	-0.1685870138324224	0.0	-0.24536059885666622	-0.0	0.11804731136568744	0.15765861161250838	-0.0	-0.21613453560547652	-0.0	0.0	-0.0	-0.0	0.1599943628426394	0.0	0.0	0.0	0.0	-0.12556625911772082	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.12521919961724873	0.11828734267538077	0.22748145259956212	0.11617243480064376	0.128638976454586	-0.0	0.0	0.0	0.17800530973405304	0.1241064678992709	-0.0	0.1391636580617686	0.11912347737797294	0.1955910826647448	-0.0	0.11420534105347967	0.19866431369106197	0.12982963245134818	0.0	0.16468608587321806	0.11940877314470089	0.11723030101820098	0.11145652961732767	0.14397670457412043	0.1184935040806723	0.13823023669082676
