kingdom	phylum	class	order	family	genus	sequence	taxon_id
Bacteria	Fusobacteria	Fusobacteria_c	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Bacteria Fusobacteria Fusobacteria_c Fusobacteriales Leptotrichiaceae Leptotrichia	t394
Bacteria	Fusobacteria	Fusobacteria_c	Fusobacteriales	Leptotrichiaceae	Sneathia	Bacteria Fusobacteria Fusobacteria_c Fusobacteriales Leptotrichiaceae Sneathia	t395
Bacteria	Fusobacteria	Fusobacteria_c	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Bacteria Fusobacteria Fusobacteria_c Fusobacteriales Leptotrichiaceae Streptobacillus	t396
Bacteria	Hydrogenedentes_NKB19	Hydrogenedens_c	Hydrogenedens_o	Hydrogenedens_f		Bacteria Hydrogenedentes_NKB19 Hydrogenedens_c Hydrogenedens_o Hydrogenedens_f NA	t397
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	AB185535_f	AB185535_g	Bacteria Lentisphaerae Lentisphaeria Victivallales AB185535_f AB185535_g	t398
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	AB185535_f	GQ897982_g	Bacteria Lentisphaerae Lentisphaeria Victivallales AB185535_f GQ897982_g	t399
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Bacteria Lentisphaerae Lentisphaeria Victivallales Victivallaceae Victivallis	t400
Bacteria						Bacteria NA NA NA NA NA	t401
Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae		Bacteria Planctomycetes Planctomycetia Planctomycetales Planctomycetaceae NA	t402
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas	t403
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PAC000095_g	Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae PAC000095_g	t404
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium	t405
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Aurantimonadaceae Aureimonas	t406
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus	t407
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Variibacter	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Variibacter	t408
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Methylobacteriaceae Methylobacterium	t409
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phreatobacter_f	Phreatobacter	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phreatobacter_f Phreatobacter	t410
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Neorhizobium	t411
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium	t412
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Ancylobacter	t413
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	EF540453_g	Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae EF540453_g	t414
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	CP012156_g	Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Hyphomonadaceae CP012156_g	t415
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae NA	t416
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Paracoccus	t417
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Rhodobacter	t418
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Acetobacter	t419
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	EU861940_g	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae EU861940_g	t420
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	FJ466439_g	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae FJ466439_g	t421
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Roseomonas	t422
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Micavibrio_f	HQ218617_g	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Micavibrio_f HQ218617_g	t423
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	EU381783_g	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae EU381783_g	t424
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	JADL_g	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae JADL_g	t425
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	JQ191148_g	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae JQ191148_g	t426
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	LARJ_g	Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae LARJ_g	t427
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	JN983664_f	JN983664_g	Bacteria Proteobacteria Alphaproteobacteria Rickettsiales JN983664_f JN983664_g	t428
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae		Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Erythrobacteraceae NA	t429
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA	t430
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium	t431
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium	t432
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas	t433
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Oligella	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Alcaligenaceae Oligella	t434
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pelistega	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Alcaligenaceae Pelistega	t435
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Burkholderia	t436
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Caballeronia	t437
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	AB672287_g	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae AB672287_g	t438
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Aquabacterium	t439
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae		Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae NA	t440
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Schlegelella	t441
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Tepidimonas	t442
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Lautropia_f	Lautropia	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Lautropia_f Lautropia	t443
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			Bacteria Proteobacteria Betaproteobacteria Burkholderiales NA NA	t444
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Sutterellaceae Parasutterella	t445
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Bacteria Proteobacteria Betaproteobacteria Burkholderiales Sutterellaceae Sutterella	t446
Bacteria	Proteobacteria	Betaproteobacteria				Bacteria Proteobacteria Betaproteobacteria NA NA NA	t447
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	FM873692_g	Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae FM873692_g	t448
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Kingella	t449
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae		Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae NA	t450
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria	t451
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bacteriovoracaceae Bacteriovorax	t452
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	JX537776_g	Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae JX537776_g	t453
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bacteria Proteobacteria Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Bilophila	t454
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria Proteobacteria Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Desulfovibrio	t455
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	DQ815907_g	Bacteria Proteobacteria Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae DQ815907_g	t456
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	EU335298_g	Bacteria Proteobacteria Deltaproteobacteria Myxococcales Anaeromyxobacteraceae EU335298_g	t457
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	HM748650_g	Bacteria Proteobacteria Deltaproteobacteria Myxococcales Haliangiaceae HM748650_g	t458
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter	t459
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter	t460
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Succinivibrionaceae Succinivibrio	t461
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alishewanella_f	Alishewanella	Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alishewanella_f Alishewanella	t462
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alishewanella_f	Rheinheimera	Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alishewanella_f Rheinheimera	t463
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Pseudoalteromonadaceae Pseudoalteromonas	t464
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Psychromonadaceae Psychromonas	t465
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Shewanellaceae Shewanella	t466
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Bacteria Proteobacteria Gammaproteobacteria Cardiobacteriales Cardiobacteriaceae Cardiobacterium	t467
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Buchnera	t468
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Citrobacter	t469
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Enterobacter	t470
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Escherichia	t471
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Klebsiella	t472
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Morganella	t473
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae NA	t474
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Pantoea	t475
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Proteus	t476
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella	Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Rahnella	t477
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae		Bacteria Proteobacteria Gammaproteobacteria Legionellales Coxiellaceae NA	t478
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	Bacteria Proteobacteria Gammaproteobacteria Legionellales Coxiellaceae Rickettsiella	t479
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella	t480
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales			Bacteria Proteobacteria Gammaproteobacteria Legionellales NA NA	t481
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Halomonadaceae Halomonas	t482
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Oceanospirillaceae Marinomonas	t483
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Actinobacillus	t484
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Aggregatibacter	t485
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Frederiksenia	Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Frederiksenia	t486
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Haemophilus	t487
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Mannheimia	t488
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae NA	t489
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Pasteurella	t490
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter	t491
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Enhydrobacter	t492
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Moraxella	t493
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae		Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae NA	t494
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Psychrobacter	t495
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas	t496
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Photobacterium	t497
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio	t498
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Arenimonas	t499
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Pseudoxanthomonas	t500
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rudaea	Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Rudaea	t501
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Stenotrophomonas	t502
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Thermomonas	t503
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xanthomonas	t504
Bacteria	Proteobacteria					Bacteria Proteobacteria NA NA NA NA	t505
Bacteria	Saccharibacteria_TM7	Saccharimonas_c	Saccharimonas_o	Saccharimonas_f	AF125206_g	Bacteria Saccharibacteria_TM7 Saccharimonas_c Saccharimonas_o Saccharimonas_f AF125206_g	t506
Bacteria	Saccharibacteria_TM7	Saccharimonas_c	Saccharimonas_o	Saccharimonas_f	Saccharimonas	Bacteria Saccharibacteria_TM7 Saccharimonas_c Saccharimonas_o Saccharimonas_f Saccharimonas	t507
Bacteria	Spirochaetes	Spirochaetes_c	Spirochaetales	Spirochaetaceae	Treponema	Bacteria Spirochaetes Spirochaetes_c Spirochaetales Spirochaetaceae Treponema	t508
Bacteria	SR1	CP006913_c	CP006913_o	CP006913_f	GU410548_g	Bacteria SR1 CP006913_c CP006913_o CP006913_f GU410548_g	t509
Bacteria	Synergistetes	Synergistia	Synergistales	Fretibacterium_f	Fretibacterium	Bacteria Synergistetes Synergistia Synergistales Fretibacterium_f Fretibacterium	t510
Bacteria	Synergistetes	Synergistia	Synergistales	Jonquetella_f	Jonquetella	Bacteria Synergistetes Synergistia Synergistales Jonquetella_f Jonquetella	t511
Bacteria	Synergistetes	Synergistia	Synergistales	Jonquetella_f	Pyramidobacter	Bacteria Synergistetes Synergistia Synergistales Jonquetella_f Pyramidobacter	t512
Bacteria	Synergistetes	Synergistia	Synergistales	Jonquetella_f	Rarimicrobium	Bacteria Synergistetes Synergistia Synergistales Jonquetella_f Rarimicrobium	t513
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Bacteria Synergistetes Synergistia Synergistales Synergistaceae Cloacibacillus	t514
Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	FJ507320_g	Bacteria Tenericutes Mollicutes Acholeplasmatales Acholeplasmataceae FJ507320_g	t515
Bacteria	Tenericutes	Mollicutes	AM275436_o	AM275436_f	AM275436_g	Bacteria Tenericutes Mollicutes AM275436_o AM275436_f AM275436_g	t516
Bacteria	Tenericutes	Mollicutes	AM275436_o	AM275436_f	DQ353904_g	Bacteria Tenericutes Mollicutes AM275436_o AM275436_f DQ353904_g	t517
Bacteria	Tenericutes	Mollicutes	AM275436_o	AM275436_f	EU381695_g	Bacteria Tenericutes Mollicutes AM275436_o AM275436_f EU381695_g	t518
Bacteria	Tenericutes	Mollicutes	AM275436_o	AM275436_f	EU381820_g	Bacteria Tenericutes Mollicutes AM275436_o AM275436_f EU381820_g	t519
Bacteria	Tenericutes	Mollicutes	AM275436_o	AM275436_f	JN713547_g	Bacteria Tenericutes Mollicutes AM275436_o AM275436_f JN713547_g	t520
Bacteria	Tenericutes	Mollicutes	AM275436_o	AM275436_f		Bacteria Tenericutes Mollicutes AM275436_o AM275436_f NA	t521
Bacteria	Tenericutes	Mollicutes	AM275436_o	EF445272_f	EF445272_g	Bacteria Tenericutes Mollicutes AM275436_o EF445272_f EF445272_g	t522
Bacteria	Tenericutes	Mollicutes	AM275436_o	EF445272_f	EU844239_g	Bacteria Tenericutes Mollicutes AM275436_o EF445272_f EU844239_g	t523
Bacteria	Tenericutes	Mollicutes	GU196243_o	FJ367735_f	FJ367735_g	Bacteria Tenericutes Mollicutes GU196243_o FJ367735_f FJ367735_g	t524
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma_g1	Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma_g1	t525
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma_g4	Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma_g4	t526
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae_f1	Ureaplasma	Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae_f1 Ureaplasma	t527
Bacteria	Verrucomicrobia	Opitutae	GU305779_o	EU464362_f	EU464362_g	Bacteria Verrucomicrobia Opitutae GU305779_o EU464362_f EU464362_g	t528
Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Bacteria Verrucomicrobia Opitutae Opitutales Opitutaceae Opitutus	t529
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Bacteria Verrucomicrobia Verrucomicrobiae Verrucomicrobiales Akkermansiaceae Akkermansia	t530
Eukarya	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	Eukarya Ascomycota Dothideomycetes Capnodiales Mycosphaerellaceae Zymoseptoria	t531
Eukarya	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Eukarya Ascomycota Eurotiomycetes Eurotiales Trichocomaceae Aspergillus	t532
Eukarya	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Emericella	Eukarya Ascomycota Eurotiomycetes Eurotiales Trichocomaceae Emericella	t533
Eukarya	Ascomycota					Eukarya Ascomycota NA NA NA NA	t534
Eukarya	Chlorophyta					Eukarya Chlorophyta NA NA NA NA	t535
Eukarya	Chlorophyta	Trebouxiophyceae	Microthamniales	Trebouxia_f	Trebouxia	Eukarya Chlorophyta Trebouxiophyceae Microthamniales Trebouxia_f Trebouxia	t536
Eukarya						Eukarya NA NA NA NA NA	t537
Eukarya	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Eukarya Oomycota Oomycetes Peronosporales Peronosporaceae Phytophthora	t538
Eukarya	Streptophyta	eudicotyledons	core_eudicotyledons	Convolvulaceae	Cuscuta	Eukarya Streptophyta eudicotyledons core_eudicotyledons Convolvulaceae Cuscuta	t539
Eukarya	Streptophyta	eudicotyledons	core_eudicotyledons	Cucurbitaceae		Eukarya Streptophyta eudicotyledons core_eudicotyledons Cucurbitaceae NA	t540
Eukarya	Streptophyta	eudicotyledons	core_eudicotyledons	Fabaceae		Eukarya Streptophyta eudicotyledons core_eudicotyledons Fabaceae NA	t541
Eukarya	Streptophyta	eudicotyledons	core_eudicotyledons			Eukarya Streptophyta eudicotyledons core_eudicotyledons NA NA	t542
Eukarya	Streptophyta	eudicotyledons	core_eudicotyledons	Salicaceae	Populus	Eukarya Streptophyta eudicotyledons core_eudicotyledons Salicaceae Populus	t543
